experiment_type,experiment_name,experiment_code,country,age,age_num,mean_C_tr,mean_lambda_xr,mean_climate_component,mean_relative_mx_impact,mean_relative_mx_impact_pct,median_relative_mx_impact_pct,min_relative_mx_impact_pct,max_relative_mx_impact_pct,mean_delta_vs_baseline_relative_mx_impact_pct,mean_delta_vs_baseline_climate_component
C_weights,C4_temp_heavy_60_25_15,C4,FR,72,72.0,1.5637835534717894,0.02395775442094969,0.03746474234159718,0.03856341444488444,3.856341444488444,3.517522920488325,-1.9027739740361982,11.056080854771878,-2.4238094186502903,-0.022841134197418247
C_weights,C4_temp_heavy_60_25_15,C4,FR,73,73.0,1.5637835534717894,0.020358056230347785,0.03183559351367177,0.03262626283521109,3.2626262835211093,2.981214293635226,-1.619206891222591,9.319973945250881,-1.764861223848159,-0.01682390532203213
C_weights,C4_temp_heavy_60_25_15,C4,FR,74,74.0,1.5637835534717894,0.019090525656530404,0.02985345004881348,0.03054790966746975,3.054790966746975,2.793030764435822,-1.5191618558813236,8.715136430741932,-2.347746183022875,-0.022312126694905576
C_weights,C4_temp_heavy_60_25_15,C4,FR,75,75.0,1.5637835534717894,0.016588746004463712,0.025941208174501212,0.026464363788891748,2.646436378889175,2.422613415726649,-1.3213999957517708,7.531145646835524,-1.5156654700416656,-0.014564952098258968
C_weights,C4_temp_heavy_60_25_15,C4,FR,76,76.0,1.5637835534717894,0.013795734677395336,0.021573542996571275,0.021934429492427313,2.1934429492427316,2.010652565823734,-1.1001475137794592,6.224553788490028,-1.8462782951078982,-0.017772369845965256
C_weights,C4_temp_heavy_60_25_15,C4,FR,77,77.0,1.5637835534717894,0.016318539209695875,0.025518663232806944,0.026024788035714067,2.6024788035714064,2.3826861362186147,-1.3000168130040124,7.404041800800476,-1.6477648439909385,-0.01582202270340491
C_weights,C4_temp_heavy_60_25_15,C4,FR,78,78.0,1.5637835534717894,0.011888055510807224,0.018590345690560013,0.018857853750271818,1.8857853750271818,1.730228351566776,-0.9487428514351581,5.341263875951818,-1.3677293804810646,-0.013258523274330965
C_weights,C4_temp_heavy_60_25_15,C4,FR,79,79.0,1.5637835534717894,0.0051290438714108625,0.008020714451147583,0.008070200471362596,0.8070200471362596,0.7428597152404182,-0.4104399997087449,2.270416311160117,-0.9866863710098244,-0.009705244134228096
C_weights,C4_temp_heavy_60_25_15,C4,FR,80,80.0,1.5637835534717894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,FR,81,81.0,1.5637835534717894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,FR,82,82.0,1.5637835534717894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,FR,83,83.0,1.5637835534717894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,FR,84,84.0,1.5637835534717894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,FR,85,85.0,1.5637835534717894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,20,20.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,21,21.0,2.451176545147051,0.007568724354872581,0.018552279615346914,0.018753976684289214,1.8753976684289213,2.036257123938845,0.2814569995945426,3.4649282147098504,-2.257890063135193,-0.02188214062209296
C_weights,C4_temp_heavy_60_25_15,C4,IT,22,22.0,2.451176545147051,0.0003561836929198103,0.0008730691138488987,0.0008735124622726763,0.08735124622726763,0.09490855411102839,0.013227618422684273,0.16042651094021476,-0.9142224094143111,-0.00908876379666028
C_weights,C4_temp_heavy_60_25_15,C4,IT,23,23.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,24,24.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,25,25.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,26,26.0,2.451176545147051,0.007027341323932713,0.017225254227966492,0.017399030838140837,1.7399030838140837,1.8892388192816245,0.26129839233113294,3.213147295697727,-0.49070137577930717,-0.004815696155325443
C_weights,C4_temp_heavy_60_25_15,C4,IT,27,27.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,28,28.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,29,29.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,30,30.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,31,31.0,2.451176545147051,0.0014828611632822055,0.0036347545031468146,0.0036424476837997825,0.3642447683799782,0.3957160624334266,0.05508063948458375,0.6695829840198675,-3.400826322399424,-0.03326858120312163
C_weights,C4_temp_heavy_60_25_15,C4,IT,32,32.0,2.451176545147051,0.003419404600343074,0.008381564354728869,0.008422554517386167,0.8422554517386167,0.9148604842895036,0.12705891860531615,1.5507806984895733,-1.5065447881790959,-0.014812744950951676
C_weights,C4_temp_heavy_60_25_15,C4,IT,33,33.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,34,34.0,2.451176545147051,0.019260752029348797,0.04721150361623324,0.0485337471633867,4.85337471633867,5.263629869844189,0.7178045303537717,9.054945830907158,-1.8985621849050083,-0.01795210264500725
C_weights,C4_temp_heavy_60_25_15,C4,IT,35,35.0,2.451176545147051,0.01944635748632196,0.04766645535901715,0.049014567813536025,4.901456781353603,5.315677593998691,0.7247466302991334,9.146077952419262,-1.401122828281093,-0.013300563023302814
C_weights,C4_temp_heavy_60_25_15,C4,IT,36,36.0,2.451176545147051,0.035532731609451765,0.08709699830609338,0.0916750124241051,9.167501242410511,9.925806166099438,1.3282379835088065,17.340826217451077,-2.3781244000920987,-0.021682766538896506
C_weights,C4_temp_heavy_60_25_15,C4,IT,37,37.0,2.451176545147051,0.012246333482481829,0.030017925396308463,0.030548548872798127,3.054854887279813,3.315378619407161,0.45579847204682,5.6660815949870935,1.765440687130836,0.017212942951396033
C_weights,C4_temp_heavy_60_25_15,C4,IT,38,38.0,2.451176545147051,0.02091506491885554,0.05126651656932662,0.05282836153900638,5.282836153900638,5.72844302303499,0.7796967721201309,9.869902816488807,-1.491461537820506,-0.014105420303599835
C_weights,C4_temp_heavy_60_25_15,C4,IT,39,39.0,2.451176545147051,0.044615960908352605,0.10936159691775162,0.11664936441733931,11.66493644173393,12.617520662423743,1.6705974341858054,22.236926153926184,-3.5693681871083838,-0.031624510773816464
C_weights,C4_temp_heavy_60_25_15,C4,IT,40,40.0,2.451176545147051,0.02675258302318219,0.06557530402852337,0.06814640718439605,6.8146407184396045,7.385074116516632,0.9983978863462584,12.794581742410127,-2.7509792890542575,-0.025439175247856195
C_weights,C4_temp_heavy_60_25_15,C4,IT,41,41.0,2.451176545147051,0.03605835369811357,0.0883853908414324,0.09310247674723118,9.31024767472312,10.079799741726525,1.348017942535451,17.618727463994155,-2.7420894800535986,-0.024886078714453592
C_weights,C4_temp_heavy_60_25_15,C4,IT,42,42.0,2.451176545147051,0.056123765578185755,0.13756925781058033,0.14924420827183088,14.924420827183088,16.122586059415077,2.1060040706157634,28.734384196981132,-7.156480526740826,-0.06035081748019805
C_weights,C4_temp_heavy_60_25_15,C4,IT,43,43.0,2.451176545147051,0.031182771716160778,0.07643447864332815,0.07994400997942983,7.994400997942983,8.65962187580731,1.164690476672492,15.066020649511348,-3.171075213259538,-0.028960997628898165
C_weights,C4_temp_heavy_60_25_15,C4,IT,44,44.0,2.451176545147051,0.046924565245596676,0.11502039372122903,0.12310174975723645,12.310174975723646,13.31209161254112,1.7577961238160578,23.513552946979654,-2.540408240087117,-0.02266760433320134
C_weights,C4_temp_heavy_60_25_15,C4,IT,45,45.0,2.451176545147051,0.04427155101268074,0.10851738745956421,0.11569044023148718,11.569044023148718,12.514266461780288,1.6575950758987767,22.047606594455726,-5.316244725196293,-0.046525180707972597
C_weights,C4_temp_heavy_60_25_15,C4,IT,46,46.0,2.451176545147051,0.04601653246935664,0.11279464507788471,0.12055873534183635,12.055873534183636,13.038389559731755,1.7234897431070095,23.009840087429545,-4.08198665885333,-0.03591102488641376
C_weights,C4_temp_heavy_60_25_15,C4,IT,47,47.0,2.451176545147051,0.04143376132091424,0.10156146392704607,0.10782544896878989,10.78254489687899,11.667091805986907,1.5505245016010916,20.498814384513754,-3.5278431034655524,-0.031463322573486836
C_weights,C4_temp_heavy_60_25_15,C4,IT,48,48.0,2.451176545147051,0.028009715025643124,0.06865675650710935,0.07147891489562064,7.147891489562064,7.745219095985001,1.0455580872059445,13.434540838145503,-2.3704497533914504,-0.021929294704975115
C_weights,C4_temp_heavy_60_25_15,C4,IT,49,49.0,2.451176545147051,0.02098065130377343,0.05142728037771833,0.05299904442381256,5.299904442381256,5.7469131030416065,0.7821513167530991,9.902337562912255,-2.0013438288094885,-0.018840541332849625
C_weights,C4_temp_heavy_60_25_15,C4,IT,50,50.0,2.451176545147051,0.028082591894069683,0.06883539057768032,0.07167247188568616,7.167247188568617,7.766133966197319,1.0482926739864284,13.471750885091804,-1.63188798447782,-0.015208659637261248
C_weights,C4_temp_heavy_60_25_15,C4,IT,51,51.0,2.451176545147051,0.017489631455888322,0.042870174407939526,0.04395840105333267,4.395840105333267,4.768261940960961,0.6515843326978965,8.18914542967506,-1.2978773779408372,-0.012379939080860321
C_weights,C4_temp_heavy_60_25_15,C4,IT,52,52.0,2.451176545147051,0.009004431023633533,0.02207145012752497,0.022357351891205947,2.2357351891205948,2.4271665442687107,0.3349357231605232,4.135610234366327,-0.8473690917833415,-0.008256104374211072
C_weights,C4_temp_heavy_60_25_15,C4,IT,53,53.0,2.451176545147051,0.006815877269552389,0.016706918497727742,0.016870358018366064,1.6870358018366063,1.8318710588348441,0.2534255467802726,3.1149682255451117,-0.6979769723296868,-0.006840465805423854
C_weights,C4_temp_heavy_60_25_15,C4,IT,54,54.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,55,55.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,56,56.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,57,57.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,58,58.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,59,59.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,60,60.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,61,61.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,62,62.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,63,63.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,64,64.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,65,65.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,66,66.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,67,67.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,68,68.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,69,69.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,70,70.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,71,71.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,72,72.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,73,73.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_weights,C4_temp_heavy_60_25_15,C4,IT,74,74.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25381021831468625,-0.002534622505675863
C_weights,C4_temp_heavy_60_25_15,C4,IT,75,75.0,2.451176545147051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13339991022934208,-0.001333037050400882
C_weights,C4_temp_heavy_60_25_15,C4,IT,76,76.0,2.451176545147051,0.003080854000372002,0.0075517170647343155,0.007584980574804694,0.7584980574804694,0.8239093235859807,0.11447179050241285,1.3961733890026196,-1.0718863000436587,-0.010573132105986406
C_weights,C4_temp_heavy_60_25_15,C4,IT,77,77.0,2.451176545147051,0.004911359701737307,0.012038609705678903,0.012123304355644722,1.2123304355644722,1.3166506740847517,0.18254785872142687,2.2349314916443763,-1.627703960911231,-0.01593379399883161
C_weights,C4_temp_heavy_60_25_15,C4,IT,78,78.0,2.451176545147051,0.007356031018319618,0.018030930697479224,0.018221408800031525,1.8221408800031524,1.9784727095429666,0.27353679732886604,3.3659377911552824,-1.8237910382036961,-0.017726995188804277
C_weights,C4_temp_heavy_60_25_15,C4,IT,79,79.0,2.451176545147051,0.011780791702732397,0.02887680030500064,0.029367608692225978,2.9367608692225975,3.1873580549560243,0.43843346206020595,5.444928323520282,-1.843109028587805,-0.01772560249264064
C_weights,C4_temp_heavy_60_25_15,C4,IT,80,80.0,2.451176545147051,0.009937064111024855,0.024357498476566656,0.024706030800023423,2.4706030800023426,2.68190281062084,0.3696907082599843,4.573611940429045,-1.5626691025394028,-0.015119140405297138
C_weights,C4_temp_heavy_60_25_15,C4,IT,81,81.0,2.451176545147051,0.01284616710302225,0.03148822349796778,0.03207246680036993,3.2072466800369925,3.4805626434842196,0.47817708102348977,5.951713493584498,-2.2757875209138922,-0.021775388458972728
C_weights,C4_temp_heavy_60_25_15,C4,IT,82,82.0,2.451176545147051,0.017114192836211923,0.04194990806924635,0.042991505600012296,4.299150560001229,4.66355465869841,0.6375527005671122,8.006499598627869,-2.3661682860800703,-0.02240625132465124
C_weights,C4_temp_heavy_60_25_15,C4,IT,83,83.0,2.451176545147051,0.01786773914786743,0.0437969831140584,0.04493322145937582,4.493322145937582,4.8738194803408685,0.6657176959665723,8.373401896853139,-2.498022687728018,-0.02359468849698864
C_weights,C4_temp_heavy_60_25_15,C4,IT,84,84.0,2.451176545147051,0.01988233804403721,0.048735120676228906,0.05014500438209715,5.014500438209716,5.438037076395408,0.7410552560576988,9.36044368776594,-2.4377713437964625,-0.02293106846706562
C_weights,C4_temp_heavy_60_25_15,C4,IT,85,85.0,2.451176545147051,0.022349408519738722,0.054782345961493235,0.05656844841385983,5.656844841385983,6.133112219827752,0.83339016126458,10.581424913605764,-3.0915918998549277,-0.028798783131414585
component_exclusion,E1_base_20_70_10,E1,ES,20,20.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,21,21.0,4.033746924744858,0.009528202766377262,0.038434358607219735,0.03924140025309426,3.9241400253094256,3.807067331350078,1.2849279818941017,6.071159432324924,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,22,22.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,23,23.0,4.033746924744858,0.007365083306666808,0.02970888213875693,0.03018947606796133,3.018947606796133,2.930253016714568,0.9917789165161173,4.661303938207917,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,24,24.0,4.033746924744858,0.018009118730335553,0.07264422729585605,0.07556551561282164,7.556551561282164,7.3174318358075086,2.4425053810372965,11.784378898204405,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,25,25.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,26,26.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,27,27.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,28,28.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,29,29.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,30,30.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,31,31.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,32,32.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,33,33.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,34,34.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,35,35.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,36,36.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,37,37.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,38,38.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,39,39.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,40,40.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,41,41.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,42,42.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,43,43.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,44,44.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,45,45.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,46,46.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,47,47.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,48,48.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,49,49.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,50,50.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,51,51.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,52,52.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,53,53.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,54,54.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,55,55.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,56,56.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,57,57.0,4.033746924744858,0.001656368582219631,0.006681371674772439,0.006705466329030298,0.6705466329030297,0.6516419334941181,0.22219355627959292,1.0298711964140006,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,58,58.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,59,59.0,4.033746924744858,0.002152925119884697,0.008684355081540853,0.008725092712331885,0.8725092712331884,0.8478212914208694,0.2889002680804609,1.3406739063645867,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,60,60.0,4.033746924744858,0.00016806373790831212,0.00067792658594878,0.0006781740789808354,0.06781740789808353,0.06592619033953806,0.022522435684413367,0.1040157047995871,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,61,61.0,4.033746924744858,0.0009760800712764045,0.003937259985815939,0.0039456184045549205,0.39456184045549203,0.3834932349779052,0.13087657482264703,0.6056146092114689,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,62,62.0,4.033746924744858,0.003646250764964864,0.014708052810025608,0.014825171943873759,1.4825171943873758,1.4401108895478965,0.48977920946777775,2.2811437571933935,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,63,63.0,4.033746924744858,0.005706338492585811,0.023017925346021224,0.023305683204598998,2.3305683204599,2.2629059243187033,0.7675583317064083,3.5928921744287745,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,64,64.0,4.033746924744858,0.005077161052295927,0.02047998278113307,0.020707562255377693,2.070756225537769,2.010908287351998,0.6826396479312269,3.190492735229644,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,65,65.0,4.033746924744858,0.009843308735534526,0.0397054163412766,0.04056713953018935,4.056713953018935,3.9354164063004182,1.3277025445517676,6.278114662356216,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,66,66.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,67,67.0,4.033746924744858,0.0037702985620496174,0.015208430230037605,0.015333677750495558,1.5333677750495558,1.4894674911301253,0.5064839401214716,2.3596583525738346,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,68,68.0,4.033746924744858,0.005512961638150013,0.022237892054123992,0.022506397240771425,2.2506397240771427,2.185388593329085,0.7414510655825213,3.469048493323479,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,69,69.0,4.033746924744858,0.001242369940968043,0.005011405928775295,0.005024952599871575,0.5024952599871575,0.4883712755106018,0.16661147574794644,0.771471581136951,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,70,70.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,71,71.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,72,72.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,73,73.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,74,74.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,75,75.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,76,76.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,77,77.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,78,78.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,79,79.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,80,80.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,81,81.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,82,82.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,83,83.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,84,84.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,ES,85,85.0,4.033746924744858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,FR,20,20.0,2.370625754874766,0.04530158995800462,0.10739311589122183,0.11549722074210893,11.549722074210893,11.631921949849012,-2.4018369665133488,25.387474849469484,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,FR,21,21.0,2.370625754874766,0.052642722357474664,0.12479619342735108,0.1358368629723532,13.58368629723532,13.640339580071338,-2.7855866692342857,30.06973741088035,0.0,0.0
component_exclusion,E1_base_20_70_10,E1,FR,22,22.0,2.370625754874766,0.034029986241775084,0.08067236182278595,0.08518410109916684,8.518410109916683,8.61706123350936,-1.8096755510964568,18.524270232098527,0.0,0.0
