country,age,age_num,lambda_xr,n_obs,weighted,intercept,r_squared,rmse_residual_after_climate,mean_C_tr,sd_C_tr,status
IT,28,28.0,-0.02199641158147994,20,False,0.0,0.10411680885328511,0.061597119785059204,4.4408920985006264e-17,0.9546480688821923,estimated
IT,29,29.0,-0.03104662944695269,20,False,0.0,0.18208737000304087,0.06281614816166156,4.4408920985006264e-17,0.9546480688821923,estimated
IT,30,30.0,-0.018074871731114737,20,False,0.0,0.07234428261909609,0.061788809543481815,4.4408920985006264e-17,0.9546480688821923,estimated
IT,31,31.0,0.010258689204186393,20,False,0.0,0.020845659816620676,0.06712015096598223,4.4408920985006264e-17,0.9546480688821923,estimated
IT,32,32.0,0.006447742620522178,20,False,0.0,0.01597962542715592,0.048302514479894976,4.4408920985006264e-17,0.9546480688821923,estimated
IT,33,33.0,-0.0020866022828795127,20,False,0.0,0.0016499626071486695,0.04899901444896168,4.4408920985006264e-17,0.9546480688821923,estimated
IT,34,34.0,0.01811470890812967,20,False,0.0,0.1188855606346153,0.047078895130995384,4.4408920985006264e-17,0.9546480688821923,estimated
IT,35,35.0,0.016948107300335476,20,False,0.0,0.1160525200777589,0.044652979881331475,4.4408920985006264e-17,0.9546480688821923,estimated
IT,36,36.0,0.030239483176575755,20,False,0.0,0.24183266707804552,0.05111433488548097,4.4408920985006264e-17,0.9546480688821923,estimated
IT,37,37.0,0.003559633096937248,20,False,0.0,0.0027034063227553418,0.06526871158660902,4.4408920985006264e-17,0.9546480688821923,estimated
IT,38,38.0,0.018172622344844853,20,False,0.0,0.1047212806404384,0.05072505869188783,4.4408920985006264e-17,0.9546480688821923,estimated
IT,39,39.0,0.03919246412919994,20,False,0.0,0.3705845509495458,0.04876081006781211,4.4408920985006264e-17,0.9546480688821923,estimated
IT,40,40.0,0.025300944700742685,20,False,0.0,0.26900788981313306,0.03981565564652903,4.4408920985006264e-17,0.9546480688821923,estimated
IT,41,41.0,0.031488123759986116,20,False,0.0,0.33759976248862733,0.04210651089375155,4.4408920985006264e-17,0.9546480688821923,estimated
IT,42,42.0,0.055019431192838746,20,False,0.0,0.6140598910421518,0.041640313116042695,4.4408920985006264e-17,0.9546480688821923,estimated
IT,43,43.0,0.029298691132149172,20,False,0.0,0.3295212268286297,0.03989719251929709,4.4408920985006264e-17,0.9546480688821923,estimated
IT,44,44.0,0.03827562880574758,20,False,0.0,0.34212217421652036,0.05066961974598771,4.4408920985006264e-17,0.9546480688821923,estimated
IT,45,45.0,0.0430999932610285,20,False,0.0,0.5689446055285007,0.035813935809064855,4.4408920985006264e-17,0.9546480688821923,estimated
IT,46,46.0,0.041338410793171895,20,False,0.0,0.5315058223208671,0.03705059279132526,4.4408920985006264e-17,0.9546480688821923,estimated
IT,47,47.0,0.03697931135613883,20,False,0.0,0.3955177418333017,0.04364262979795891,4.4408920985006264e-17,0.9546480688821923,estimated
IT,48,48.0,0.025181846785233445,20,False,0.0,0.2556566994956925,0.041019364580180365,4.4408920985006264e-17,0.9546480688821923,estimated
IT,49,49.0,0.019533620205000927,20,False,0.0,0.15738342438977737,0.04314808658693028,4.4408920985006264e-17,0.9546480688821923,estimated
IT,50,50.0,0.02336324817568371,20,False,0.0,0.1912122679109437,0.045870758547506614,4.4408920985006264e-17,0.9546480688821923,estimated
IT,51,51.0,0.015358875611923273,20,False,0.0,0.17272993621020138,0.03208799414064096,4.4408920985006264e-17,0.9546480688821923,estimated
IT,52,52.0,0.008430700098026272,20,False,0.0,0.05594063147637307,0.03306304969712876,4.4408920985006264e-17,0.9546480688821923,estimated
IT,53,53.0,0.006545893278057699,20,False,0.0,0.05383039328943273,0.026198892874398243,4.4408920985006264e-17,0.9546480688821923,estimated
IT,54,54.0,-0.006658735007069886,20,False,0.0,0.03952520249039104,0.03133581289234429,4.4408920985006264e-17,0.9546480688821923,estimated
IT,55,55.0,-0.007383466951780047,20,False,0.0,0.05699167149468132,0.02867184899182299,4.4408920985006264e-17,0.9546480688821923,estimated
IT,56,56.0,-0.006357544446047569,20,False,0.0,0.062142042023641486,0.023578082186525996,4.4408920985006264e-17,0.9546480688821923,estimated
IT,57,57.0,-0.01768697832733739,20,False,0.0,0.2646220021001302,0.02814746465815028,4.4408920985006264e-17,0.9546480688821923,estimated
IT,58,58.0,-0.02491836799741731,20,False,0.0,0.513665532960234,0.02314675984262323,4.4408920985006264e-17,0.9546480688821923,estimated
IT,59,59.0,-0.013342691217290164,20,False,0.0,0.20563345344814854,0.02503515718019833,4.4408920985006264e-17,0.9546480688821923,estimated
IT,60,60.0,-0.01547062623274049,20,False,0.0,0.26013263513237694,0.024907532611728244,4.4408920985006264e-17,0.9546480688821923,estimated
IT,61,61.0,-0.03214767288348347,20,False,0.0,0.43268537733581103,0.035141372424695186,4.4408920985006264e-17,0.9546480688821923,estimated
IT,62,62.0,-0.02672553104528206,20,False,0.0,0.4337394035135341,0.029151665634562028,4.4408920985006264e-17,0.9546480688821923,estimated
IT,63,63.0,-0.023228165554247015,20,False,0.0,0.36186135715441725,0.029447242272419485,4.4408920985006264e-17,0.9546480688821923,estimated
IT,64,64.0,-0.01886198267866328,20,False,0.0,0.2617642915593186,0.03023938560603628,4.4408920985006264e-17,0.9546480688821923,estimated
IT,65,65.0,-0.022375203371646467,20,False,0.0,0.3725301939028218,0.027722089845111746,4.4408920985006264e-17,0.9546480688821923,estimated
IT,66,66.0,-0.018464169060760018,20,False,0.0,0.32908204735256386,0.025168404057728754,4.4408920985006264e-17,0.9546480688821923,estimated
IT,67,67.0,-0.019189574026910326,20,False,0.0,0.3165191641167725,0.026919798114130245,4.4408920985006264e-17,0.9546480688821923,estimated
IT,68,68.0,-0.01653121448440601,20,False,0.0,0.2907364968819973,0.02464915800902643,4.4408920985006264e-17,0.9546480688821923,estimated
IT,69,69.0,-0.014296704179657003,20,False,0.0,0.1621233274526247,0.031027481457747533,4.4408920985006264e-17,0.9546480688821923,estimated
IT,70,70.0,-0.011571929030223659,20,False,0.0,0.14024175974164266,0.02735259638301129,4.4408920985006264e-17,0.9546480688821923,estimated
IT,71,71.0,-0.006886958403974012,20,False,0.0,0.07413521332060513,0.023234443289464248,4.4408920985006264e-17,0.9546480688821923,estimated
IT,72,72.0,-0.002896168791214284,20,False,0.0,0.012443920358748195,0.02463028514532099,4.4408920985006264e-17,0.9546480688821923,estimated
IT,73,73.0,-0.0016371444514913566,20,False,0.0,0.004991786447855029,0.022065594505913735,4.4408920985006264e-17,0.9546480688821923,estimated
IT,74,74.0,0.0007045949651442528,20,False,0.0,0.0009833163761775454,0.021439890768970526,4.4408920985006264e-17,0.9546480688821923,estimated
IT,75,75.0,0.000370568473987709,20,False,0.0,0.0003460333390558068,0.019014181821869057,4.4408920985006264e-17,0.9546480688821923,estimated
IT,76,76.0,0.005038492888424606,20,False,0.0,0.06415440948917062,0.018370999762741806,4.4408920985006264e-17,0.9546480688821923,estimated
IT,77,77.0,0.007775996137115107,20,False,0.0,0.10138506514448153,0.022100350345678633,4.4408920985006264e-17,0.9546480688821923,estimated
IT,78,78.0,0.009940278872714576,20,False,0.0,0.1699471906448322,0.0209718978661088,4.4408920985006264e-17,0.9546480688821923,estimated
IT,79,79.0,0.012954914706751053,20,False,0.0,0.2566626480899915,0.021046965981318264,4.4408920985006264e-17,0.9546480688821923,estimated
IT,80,80.0,0.010974036936345317,20,False,0.0,0.13815639620126852,0.0261660670134916,4.4408920985006264e-17,0.9546480688821923,estimated
IT,81,81.0,0.014806651770122341,20,False,0.0,0.2509296719977636,0.02442223740280127,4.4408920985006264e-17,0.9546480688821923,estimated
IT,82,82.0,0.01789024826514346,20,False,0.0,0.2768931367826959,0.02759972862743328,4.4408920985006264e-17,0.9546480688821923,estimated
