country,year,age,age_num,mx,log_mx,mx_hat_baseline,log_mx_hat_baseline,baseline_residual,C_tr,lambda_xr,climate_component,residual_after_climate,mx_hat_climate_adjusted,log_mx_hat_climate_adjusted
ES,2024,32,32.0,0.0002745240669677,-8.200471625201509,0.0003094940082277,-8.080571825549601,-0.1198997996519075,1.1216824305605424,-0.016023105685786396,-0.01797283613076133,-0.10192696352114616,0.0003039812118234265,-8.098544661680362
ES,2024,33,33.0,0.0003067875360318,-8.089355115007631,0.0003406618455005,-7.984620228119978,-0.1047348868876536,1.1216824305605424,-0.007555540060437097,-0.00847491653918863,-0.09625997034846498,0.0003377869641885644,-7.993095144659166
ES,2024,34,34.0,0.0003392473050191,-7.988781203218653,0.0003785997281051,-7.879031037347962,-0.1097501658706905,1.1216824305605424,-0.014722433570540979,-0.01651389507117053,-0.09323627079951997,0.0003723989126465535,-7.895544932419133
ES,2024,35,35.0,0.0003448202452217,-7.972487305058246,0.000385169620779,-7.8618267472482755,-0.1106605578099708,1.1216824305605424,-0.030068622355405524,-0.03372744540721833,-0.07693311240275247,0.00037239546416056884,-7.895554192655494
ES,2024,36,36.0,0.0003619507130714,-7.924002507144456,0.000415796186227,-7.785315354715474,-0.1386871524289823,1.1216824305605424,-0.04182670015268112,-0.04691627468958637,-0.09177087773939593,0.0003967391169605983,-7.83223162940506
ES,2024,37,37.0,0.0004083806589922,-7.803310830796658,0.0004641133336941,-7.6753817819118755,-0.1279290488847824,1.1216824305605424,-0.03800814902299152,-0.042633072977216434,-0.08529597590756596,0.00044474260677282906,-7.718014854889092
ES,2024,38,38.0,0.0004422102022678,-7.723725218192872,0.0005024728231021,-7.595969002872494,-0.1277562153203773,1.1216824305605424,-0.043803473634620824,-0.04913358677347612,-0.07862262854690116,0.0004783812306704154,-7.645102589645971
ES,2024,39,39.0,0.0004783115907988,-7.64524817424779,0.0005538616177324,-7.498595689905683,-0.1466524843421073,1.1216824305605424,-0.07385186637052273,-0.08283834097192032,-0.06381414337018697,0.0005098295871752851,-7.581434030877603
ES,2024,40,40.0,0.0005591457292165,-7.489100422511735,0.0006218339642142,-7.382837439421785,-0.1062629830899499,1.1216824305605424,-0.04690603518063869,-0.05261367554937712,-0.05364930754057278,0.0005899627757693981,-7.435451114971162
ES,2024,41,41.0,0.000617255989001,-7.390226727070787,0.0006799858329177,-7.293438593955586,-0.0967881331152007,1.1216824305605424,-0.05026365073060458,-0.05637985392035073,-0.04040827919484997,0.0006427090349544269,-7.349818447875937
ES,2024,42,42.0,0.0006792273037222,-7.294554723948567,0.0007538319569241,-7.190341083596163,-0.1042136403524045,1.1216824305605424,-0.06685808661838182,-0.0749935411007338,-0.02922009925167071,0.0006993672049503965,-7.265334624696897
ES,2024,43,43.0,0.0007908980478137,-7.142341488751849,0.0008575820487277,-7.0613936998541,-0.080947788897749,1.1216824305605424,-0.055319343304923656,-0.06205073545527984,-0.01889705344246917,0.0008059857985246167,-7.12344443530938
ES,2024,44,44.0,0.0008509265173918,-7.069184781659925,0.0009326790586071,-6.977449404925743,-0.0917353767341824,1.1216824305605424,-0.05846501607827734,-0.06557918133744331,-0.026156195396739093,0.0008734771513967509,-7.043028586263186
ES,2024,45,45.0,0.0009840512020183,-6.923832627694329,0.0010679214847074,-6.842041057338086,-0.081791570356243,1.1216824305605424,-0.06937338850449987,-0.0778149110339482,-0.0039766593222947955,0.0009879722295325299,-6.919855968372034
ES,2024,46,46.0,0.001115715091453,-6.798259742013133,0.0011835020237544,-6.739277419037476,-0.0589823229756572,1.1216824305605424,-0.056673391960445775,-0.06356954804230312,0.004587225066645925,0.0011106087760813772,-6.8028469670797795
ES,2024,47,47.0,0.0012708523550064,-6.668067457954845,0.0013598016806569,-6.600416412913732,-0.0676510450411136,1.1216824305605424,-0.07278151966673327,-0.08163775187967129,0.013986706838557683,0.0012532010452855763,-6.682054164793403
ES,2024,48,48.0,0.0014739884293682,-6.519783335063848,0.0015350352746615,-6.479201917971505,-0.0405814170923433,1.1216824305605424,-0.048721874347788935,-0.05465047043989323,0.014069053347549931,0.0014533960051471436,-6.533852388411398
ES,2024,49,49.0,0.001665255826835,-6.397776517601893,0.0017118588767846,-6.370175436444945,-0.0276010811569484,1.1216824305605424,-0.05394366444828174,-0.060507660651690984,0.032906579494742585,0.0016113497501197603,-6.430683097096636
ES,2024,50,50.0,0.0018764661958361,-6.278364954027293,0.0019319939586052,-6.249202670212603,-0.0291622838146903,1.1216824305605424,-0.04477692155218655,-0.050225486199675345,0.021063202384985047,0.001837355156438495,-6.2994281564122785
ES,2024,51,51.0,0.0021954295045046,-6.121377577562683,0.0021799875607056,-6.128436108295733,0.0070585307330501,1.1216824305605424,-0.022027610039892332,-0.024707983168986238,0.03176651390203634,0.002126784442237082,-6.1531440914647195
ES,2024,52,52.0,0.0024213333752846,-6.023436909025566,0.0024432371885633,-6.014431402363563,-0.0090055066620031,1.1216824305605424,-0.031745896598611774,-0.03560881445705451,0.026603307795051406,0.0023577671826836453,-6.0500402168206175
ES,2024,53,53.0,0.002701610040252,-5.913907372490287,0.0026977239407217,-5.915346846401317,0.0014394739110299,1.1216824305605424,-0.018478897704762805,-0.020727454891557973,0.022166928802587874,0.0026423825142264062,-5.936074301292875
ES,2024,54,54.0,0.0030254730889433,-5.800687806688341,0.0030120284816573,-5.805141513027671,0.0044537063393299,1.1216824305605424,-0.02276082068967687,-0.02553041267274943,0.02998411901207933,0.002936103473889789,-5.83067192570042
ES,2024,55,55.0,0.0033380308967474,-5.702374197719603,0.0032981109937122,-5.714405400555907,0.0120312028363036,1.1216824305605424,-0.011802718253971015,-0.01323890169833549,0.02527010453463909,0.0032547353827309593,-5.727644302254243
ES,2024,56,56.0,0.0037465946488192,-5.586907945214853,0.0037201600036572,-5.593988599886251,0.0070806546713981,1.1216824305605424,-0.009497846384814686,-0.010653567418009598,0.017734222089407697,0.0036807373968188546,-5.604642167304261
ES,2024,57,57.0,0.0041092905493426,-5.494504881105532,0.0040435904537592,-5.510622255514332,0.0161173744088003,1.1216824305605424,0.0016563685822196309,0.0018579195372082351,0.014259454871592064,0.00405111010275207,-5.508764335977124
ES,2024,58,58.0,0.0044434035816717,-5.416334623756014,0.0043833737888915,-5.429936579664148,0.0136019559081344,1.1216824305605424,-0.002887731778581961,-0.0032391180002067322,0.016841073908341133,0.004369198494070415,-5.433175697664355
ES,2024,59,59.0,0.0048802718964659,-5.322554344180273,0.0048296876184069,-5.332973488687266,0.0104191445069927,1.1216824305605424,0.0021529251198846968,0.002414898281287114,0.008004246225705586,0.004841364916804757,-5.330558590405978
