age,country,year,mx,age_num,log_mx,a_xr_initial,y_centered_initial,a_xr,b_x,k_t,log_mx_hat_baseline,mx_hat_baseline,baseline_residual
43,ES,2004,0.00166,43.0,-6.400937676613685,-6.766647604902495,0.3657099282888101,-6.766647604902495,0.01964334143697972,16.027844682755862,-6.451807179300242,0.0015776684611466059,0.05086950268655688
44,ES,2004,0.00193,44.0,-6.250235276065343,-6.673177437295879,0.4229421612305364,-6.673177437295879,0.02027819283182161,16.027844682755862,-6.348161712140469,0.0017499611135179804,0.09792643607512641
45,ES,2004,0.00215,45.0,-6.142287436842565,-6.552189371118781,0.409901934276216,-6.552189371118781,0.019317153767295814,16.027844682755862,-6.242577030823652,0.0019448371540838577,0.10028959398108661
46,ES,2004,0.00223,46.0,-6.10575369351011,-6.454873535849522,0.3491198423394124,-6.454873535849522,0.018954085157196654,16.027844682755862,-6.151080402846246,0.0021311779949876016,0.045326709336135806
47,ES,2004,0.0025,47.0,-5.991464547107982,-6.3305299101334835,0.33906536302550183,-6.3305299101334835,0.01798657493397922,16.027844682755862,-6.0422438807169145,0.0023762209705878376,0.05077933360893283
48,ES,2004,0.0028,48.0,-5.8781358618009785,-6.220814296334984,0.3426784345340055,-6.220814296334984,0.017220232470692053,16.027844682755862,-5.944811084893782,0.002619397145314446,0.06667522309280383
49,ES,2004,0.00281,49.0,-5.874570795636482,-6.12266281679637,0.24809202115988782,-6.12266281679637,0.016495468408212678,16.027844682755862,-5.858276011180231,0.0028561634344910544,-0.01629478445625132
50,ES,2004,0.00322,50.0,-5.73837391942582,-6.01252289613826,0.2741489767124401,-6.01252289613826,0.015773513858200243,16.027844682755862,-5.75970746591773,0.0031520335408272322,0.02133354649190977
51,ES,2004,0.00352,51.0,-5.649294289372131,-5.903208218347992,0.2539139289758614,-5.903208218347992,0.015010303509196268,16.027844682755862,-5.662625405061569,0.0034733858722857634,0.013331115689438455
52,ES,2004,0.00365,52.0,-5.613028111387737,-5.8081042393910085,0.19507612800327134,-5.8081042393910085,0.01375066533335655,16.027844682755862,-5.587710711143415,0.0037435882171788937,-0.025317400244322386
53,ES,2004,0.0039,53.0,-5.546778725846536,-5.720911168614,0.17413244276746376,-5.720911168614,0.01295815778978835,16.027844682755862,-5.51321982818463,0.004033100563730781,-0.033558897661906784
54,ES,2004,0.00415,54.0,-5.48464694473953,-5.6236754556493525,0.1390285109098226,-5.6236754556493525,0.012093797968350164,16.027844682755862,-5.4298379401880075,0.004383806183911071,-0.05480900455152238
55,ES,2004,0.00451,55.0,-5.40145812546755,-5.5475059250876795,0.14604779962012948,-5.5475059250876795,0.011123008713019614,16.027844682755862,-5.369228069030461,0.0046577253653807315,-0.03223005643708898
56,ES,2004,0.00499,56.0,-5.30031936921871,-5.447873319087934,0.14755394986922443,-5.447873319087934,0.0097378469097369,16.027844682755862,-5.291796621274217,0.005032710258095953,-0.008522747944493148
57,ES,2004,0.00525,57.0,-5.249527202378605,-5.361624095608647,0.11209689323004213,-5.361624095608647,0.009929976269879456,16.027844682755862,-5.202467978251568,0.005502966446401462,-0.04705922412703689
58,ES,2004,0.00554,58.0,-5.195760778222945,-5.289540248432316,0.0937794702093715,-5.289540248432316,0.00935670774989911,16.027844682755862,-5.139572389874995,0.005860195056383034,-0.056188388347949925
59,ES,2004,0.00629,59.0,-5.068794208269788,-5.19930701899836,0.13051281072857268,-5.19930701899836,0.008908196402758034,16.027844682755862,-5.05652783065147,0.006367630665364556,-0.012266377618317392
60,ES,2004,0.0068,60.0,-4.990832666800076,-5.110907651640006,0.12007498483993029,-5.110907651640006,0.008778985536951035,16.027844682755862,-4.970199434981595,0.006941763466215882,-0.02063323181848098
61,ES,2004,0.00728,61.0,-4.922624416773543,-5.045809169822402,0.12318475304885901,-5.045809169822402,0.00800832928859658,16.027844682755862,-4.917452911816411,0.007317746073967399,-0.005171504957131923
62,ES,2004,0.00756,62.0,-4.884884088790695,-4.960413731356616,0.07552964256592087,-4.960413731356616,0.007443410213112718,16.027844682755862,-4.841111908550807,0.007898267016676726,-0.04377218023988849
63,ES,2004,0.00837,63.0,-4.783101394480753,-4.885391394955979,0.10229000047522607,-4.885391394955979,0.007222264733534511,16.027844682755862,-4.769634057549143,0.00848348405894276,-0.013467336931610063
64,ES,2004,0.00937,64.0,-4.670242182731807,-4.809747994957796,0.13950581222598935,-4.809747994957796,0.007559181092484768,16.027844682755862,-4.688590614478625,0.009199642867058277,0.018348431746818328
65,ES,2004,0.01027,65.0,-4.57852825504167,-4.723216287999865,0.14468803295819477,-4.723216287999865,0.007919647211399497,16.027844682755862,-4.596281412553333,0.010089283958926838,0.017753157511663176
66,ES,2004,0.01185,66.0,-4.435427411400997,-4.644559039801131,0.20913162840013477,-4.644559039801131,0.007934399503536919,16.027844682755862,-4.517387716907506,0.010917506066824251,0.08196030550650946
67,ES,2004,0.01252,67.0,-4.380427913310185,-4.557414841927601,0.17698692861741616,-4.557414841927601,0.008404693358453006,16.027844682755862,-4.422705722172126,0.012001715006804465,0.042277808861941324
68,ES,2004,0.0134,68.0,-4.312500572025272,-4.4797090952454734,0.16720852322020185,-4.4797090952454734,0.009200825359483569,16.027844682755862,-4.332239695430509,0.01313808919525351,0.019739123405237535
69,ES,2004,0.01481,69.0,-4.21245265070243,-4.382229805038305,0.16977715433587548,-4.382229805038305,0.009487510691631477,16.027844682755862,-4.23016545724685,0.014549982949123776,0.01771280654442009
