country,year,age,age_num,mx,log_mx,mx_hat_baseline,log_mx_hat_baseline,baseline_residual
ES,2023,52,52.0,0.00224,-6.101279413115189,0.0026368405664399922,-5.93817383364356,-0.16310557947162874
ES,2023,53,53.0,0.00262,-5.944580961209131,0.002898724936305221,-5.843484315812173,-0.10109664539695817
ES,2023,54,54.0,0.00295,-5.825950108630408,0.003220970734941288,-5.738072494380253,-0.08787761425015539
ES,2023,55,55.0,0.00331,-5.710807089593166,0.0035079616963910164,-5.6527201234625375,-0.05808696613062825
ES,2023,56,56.0,0.00364,-5.615771597333488,0.003926585479955552,-5.5399850653734335,-0.07578653196005458
ES,2023,57,57.0,0.00407,-5.504112279527633,0.004272512479167677,-5.4555532221671665,-0.04855905736046662
ES,2023,58,58.0,0.00455,-5.392628046019278,0.0046168309881034495,-5.378046742559318,-0.014581303459960004
ES,2023,59,59.0,0.00484,-5.3308405582535965,0.00507427826785122,-5.283570977398833,-0.047269580854763404
ES,2023,60,60.0,0.00533,-5.234404040804384,0.005550044211666674,-5.193949385189455,-0.040454655614929
ES,2023,61,61.0,0.00587,-5.137900645142132,0.005966700699589768,-5.121561150977944,-0.016339494164188118
ES,2023,62,62.0,0.00657,-5.025241446485618,0.006533437493086993,-5.030822058721423,0.0055806122358053045
ES,2023,63,63.0,0.00707,-4.9518947990736555,0.0070571931719081975,-4.95370787424637,0.0018130751727145622
ES,2023,64,64.0,0.00764,-4.874357675803708,0.0075875129462520344,-4.881251416337411,0.006893740533703507
ES,2023,65,65.0,0.00831,-4.79029567011478,0.008245155921102754,-4.7981294121605735,0.007833742045793457
ES,2023,66,66.0,0.0088,-4.733003557497976,0.008918640912276036,-4.719611708093422,-0.01339184940455418
ES,2023,67,67.0,0.01011,-4.594230245949757,0.009687527070462535,-4.63691608993625,0.04268584398649278
ES,2023,68,68.0,0.0107,-4.537511537514277,0.010391770599356743,-4.566741074592214,0.02922953707793674
ES,2023,69,69.0,0.01178,-4.441352100758697,0.011424745893710153,-4.4719735836999615,0.030621482941264766
ES,2023,70,70.0,0.0124,-4.390058806371146,0.012395931922361719,-4.390386930975417,0.0003281246042714514
ES,2023,71,71.0,0.01354,-4.302107011498008,0.013541851757972215,-4.30197025881273,-0.00013675268527801876
ES,2023,72,72.0,0.01452,-4.232228269585487,0.014778420672898002,-4.214587224861814,-0.017641044723673005
ES,2023,73,73.0,0.01623,-4.1208938974556375,0.016301490288705877,-4.1164987465938125,-0.004395150861824959
ES,2023,74,74.0,0.01833,-3.9992162171305234,0.018156264578527124,-4.008739621982137,0.009523404851613737
ES,2023,75,75.0,0.01984,-3.9200551771254104,0.020169481017346273,-3.9035846577711313,-0.016470519354279123
ES,2023,76,76.0,0.02245,-3.7964646647938736,0.02241375329677952,-3.798080522070342,0.001615857276468624
ES,2023,77,77.0,0.02469,-3.701356975625049,0.0251889814440482,-3.6813486243677165,-0.020008351257332357
ES,2023,78,78.0,0.02777,-3.5837989776634287,0.02834859101483598,-3.5631779496964966,-0.020621027966932104
ES,2023,79,79.0,0.03127,-3.465096107512387,0.03227257762602451,-3.433537399255928,-0.03155870825645879
ES,2023,80,80.0,0.03421,-3.375237279992624,0.03648130823786264,-3.3109552526355093,-0.06428202735711475
ES,2023,81,81.0,0.03957,-3.229684023584804,0.04170344697300792,-3.1771714923704204,-0.052512531214383706
ES,2023,82,82.0,0.04452,-3.111816752574793,0.04761019622651404,-3.0447083342443158,-0.0671084183304771
ES,2023,83,83.0,0.05106,-2.974753867168799,0.05463334547825406,-2.9071108596017554,-0.06764300756704378
ES,2023,84,84.0,0.05867,-2.8358267560443684,0.06296664482836448,-2.7651501399660647,-0.07067661607830367
ES,2023,85,85.0,0.06829,-2.6839919360091393,0.07263543928727519,-2.6223023318023055,-0.06168960420683378
ES,2024,20,20.0,0.0001729154306827,-8.662707922972107,0.0001851437494250795,-8.594378010693397,-0.06832991227870977
ES,2024,21,21.0,0.0001860730179065,-8.58937139189649,0.00019554094917133885,-8.539740741795335,-0.04963065010115564
ES,2024,22,22.0,0.0001858310403781,-8.590672682146788,0.00019737941945829158,-8.530382694463508,-0.06028998768328009
ES,2024,23,23.0,0.0001985524118403,-8.524457453191589,0.00020350932019779866,-8.499798754632607,-0.02465869855898184
ES,2024,24,24.0,0.0002119251627321,-8.459277351594201,0.00021386052792143485,-8.450186494101287,-0.009090857492914495
ES,2024,25,25.0,0.0002142114299273,-8.448547040369139,0.00022595044132365908,-8.395194868917217,-0.05335217145192139
ES,2024,26,26.0,0.0002103495760157,-8.466739763543277,0.00022843030039715074,-8.384279425246138,-0.08246033829713895
ES,2024,27,27.0,0.0002224474995205,-8.410819441411498,0.00023393377575551383,-8.360472492253166,-0.05034694915833171
ES,2024,28,28.0,0.0002236225066513,-8.405551165884301,0.00024242737938799961,-8.324808358877004,-0.0807428070072973
ES,2024,29,29.0,0.0002538400411785,-8.278806248467081,0.0002681862081144977,-8.223829012322254,-0.0549772361448273
ES,2024,30,30.0,0.0002620812616443,-8.24685594334481,0.0002841874265158505,-8.165876584955369,-0.08097935838944181
ES,2024,31,31.0,0.0002680176884012,-8.224457578134405,0.0002965210220678597,-8.12339244130506,-0.10106513682934448
ES,2024,32,32.0,0.0002745240669677,-8.200471625201509,0.00030949400822776157,-8.080571825549601,-0.11989979965190756
ES,2024,33,33.0,0.0003067875360318,-8.089355115007631,0.0003406618455005249,-7.984620228119978,-0.10473488688765364
ES,2024,34,34.0,0.0003392473050191,-7.988781203218653,0.000378599728105134,-7.879031037347962,-0.10975016587069053
ES,2024,35,35.0,0.0003448202452217,-7.972487305058246,0.00038516962077909754,-7.8618267472482755,-0.11066055780997086
ES,2024,36,36.0,0.0003619507130714,-7.924002507144456,0.0004157961862270787,-7.785315354715474,-0.13868715242898233
ES,2024,37,37.0,0.0004083806589922,-7.803310830796658,0.00046411333369416143,-7.6753817819118755,-0.1279290488847824
ES,2024,38,38.0,0.0004422102022678,-7.723725218192872,0.0005024728231021066,-7.595969002872494,-0.1277562153203773
ES,2024,39,39.0,0.0004783115907988,-7.64524817424779,0.0005538616177324224,-7.498595689905683,-0.14665248434210731
ES,2024,40,40.0,0.0005591457292165,-7.489100422511735,0.0006218339642142803,-7.382837439421785,-0.10626298308994997
ES,2024,41,41.0,0.000617255989001,-7.390226727070787,0.0006799858329177844,-7.293438593955586,-0.09678813311520074
ES,2024,42,42.0,0.0006792273037222,-7.2945547239485675,0.0007538319569241191,-7.190341083596163,-0.10421364035240455
ES,2024,43,43.0,0.0007908980478137,-7.142341488751849,0.0008575820487277034,-7.0613936998541,-0.080947788897749
ES,2024,44,44.0,0.0008509265173918,-7.069184781659925,0.0009326790586071353,-6.977449404925743,-0.09173537673418242
ES,2024,45,45.0,0.0009840512020183,-6.923832627694329,0.001067921484707473,-6.842041057338086,-0.08179157035624307
ES,2024,46,46.0,0.001115715091453,-6.798259742013133,0.001183502023754491,-6.739277419037476,-0.0589823229756572
ES,2024,47,47.0,0.0012708523550064,-6.668067457954845,0.001359801680656976,-6.600416412913732,-0.06765104504111363
ES,2024,48,48.0,0.0014739884293682,-6.519783335063848,0.001535035274661513,-6.479201917971505,-0.04058141709234331
ES,2024,49,49.0,0.001665255826835,-6.397776517601893,0.001711858876784642,-6.370175436444945,-0.02760108115694848
ES,2024,50,50.0,0.0018764661958361,-6.278364954027293,0.001931993958605275,-6.249202670212603,-0.029162283814690326
ES,2024,51,51.0,0.0021954295045046,-6.121377577562683,0.002179987560705676,-6.128436108295733,0.007058530733050183
ES,2024,52,52.0,0.0024213333752846,-6.023436909025566,0.002443237188563339,-6.014431402363563,-0.009005506662003171
ES,2024,53,53.0,0.002701610040252,-5.913907372490287,0.0026977239407217535,-5.915346846401317,0.0014394739110299426
ES,2024,54,54.0,0.0030254730889433,-5.800687806688341,0.0030120284816573203,-5.805141513027671,0.004453706339329955
ES,2024,55,55.0,0.0033380308967474,-5.702374197719603,0.0032981109937122353,-5.714405400555907,0.012031202836303656
ES,2024,56,56.0,0.0037465946488192,-5.586907945214853,0.0037201600036572084,-5.593988599886251,0.007080654671398179
ES,2024,57,57.0,0.0041092905493426,-5.494504881105532,0.00404359045375924,-5.510622255514332,0.016117374408800345
ES,2024,58,58.0,0.0044434035816717,-5.416334623756014,0.004383373788891546,-5.429936579664148,0.0136019559081344
ES,2024,59,59.0,0.0048802718964659,-5.322554344180273,0.004829687618406902,-5.332973488687266,0.010419144506992772
ES,2024,60,60.0,0.0053121236515539,-5.237763589301461,0.005286307314541298,-5.242635327043626,0.004871737742164761
ES,2024,61,61.0,0.0057663746017191,-5.155711714529855,0.00570750538406035,-5.165973236230002,0.010261521700146936
ES,2024,62,62.0,0.0062961817561106,-5.067811899778227,0.006269233055277012,-5.07210125155151,0.004289351773283379
ES,2024,63,63.0,0.0067604543589096,-4.996665178329497,0.0067801188174545736,-4.993760652485074,-0.0029045258444231337
ES,2024,64,64.0,0.0072314317639628,-4.929318231440135,0.0072760099997765115,-4.923172643976393,-0.00614558746374172
ES,2024,65,65.0,0.007850362109028,-4.847195619713109,0.007890863640566763,-4.8420496899668,-0.005145929746309008
ES,2024,66,66.0,0.0083974263460279,-4.779830007456702,0.008534710877580455,-4.763613798226847,-0.01621620922985567
ES,2024,67,67.0,0.0091134360643405,-4.698005463812949,0.009246350869041648,-4.6835263059378,-0.014479157875149085
ES,2024,68,68.0,0.0097484168595867,-4.630650380532088,0.009874827575944765,-4.617766429011212,-0.012883951520875847
ES,2024,69,69.0,0.0106589140049293,-4.541358741144318,0.010839170376064517,-4.524588819472864,-0.016769921671453858
ES,2024,70,70.0,0.0114433894080344,-4.470343059985742,0.011727719683589155,-4.445800035590986,-0.024543024394755975
ES,2024,71,71.0,0.0125434777507005,-4.378554449635191,0.012773890071399407,-4.360352029531921,-0.01820242010327
ES,2024,72,72.0,0.0135419058628736,-4.301966263436451,0.013860794513175926,-4.278690962680381,-0.02327530075606976
ES,2024,73,73.0,0.0149597182019846,-4.202394143378955,0.01527756810205911,-4.181369663534767,-0.021024479844188093
ES,2024,74,74.0,0.0166815761471899,-4.093450393278936,0.016956444732463327,-4.077107297216736,-0.01634309606219997
ES,2024,75,75.0,0.0184141965054458,-3.994633362649268,0.018798218436515756,-3.973993177651746,-0.02064018499752196
ES,2024,76,76.0,0.0205128826868839,-3.8867021664628596,0.020859497528474668,-3.8699459175004574,-0.016756248962402243
ES,2024,77,77.0,0.0229501578529083,-3.774430464376871,0.023408525580069436,-3.7546549819459485,-0.01977548243092242
ES,2024,78,78.0,0.0257962267571065,-3.6575270474746535,0.026359134954243912,-3.635940386493139,-0.021586660981514516
ES,2024,79,79.0,0.0293931871438081,-3.526992361293446,0.03004159783165026,-3.5051722633659192,-0.021820097927526927
ES,2024,80,80.0,0.0333854498251056,-3.399635107894405,0.033875742792159685,-3.3850560725788466,-0.014579035315558375
ES,2024,81,81.0,0.0380978484698985,-3.267597469050345,0.03888604403987569,-3.2471198577710667,-0.020477611279278385
ES,2024,82,82.0,0.0435271568247778,-3.134370240855966,0.044489747671645846,-3.1124965057548746,-0.021873735101091363
ES,2024,83,83.0,0.0500452148373388,-2.994828385437188,0.05122780032697273,-2.9714729191581495,-0.023355466279038506
ES,2024,84,84.0,0.0579030012137751,-2.8489860613117424,0.059417230876851565,-2.8231710125773377,-0.025815048734404655
ES,2024,85,85.0,0.0672026739980257,-2.7000422406074125,0.06881694334021216,-2.676305294882362,-0.023736945725050695
ES,2025,20,20.0,0.0001646739450103,-8.711543129953863,0.00017759551350219284,-8.636001989537267,-0.07554114041659687
ES,2025,21,21.0,0.0001783827485878,-8.631579043235215,0.00018854349791770983,-8.576181819512646,-0.05539722372256861
ES,2025,22,22.0,0.0001778190522716,-8.63474408499193,0.0001901191219477569,-8.567859724639835,-0.06688436035209477
ES,2025,23,23.0,0.000190832604877,-8.564113928449704,0.00019617704113728682,-8.536493035329006,-0.027620893120698042
ES,2025,24,24.0,0.0002043109078621,-8.49586766617047,0.00020650017508702258,-8.485209297684502,-0.01065836848596824
ES,2025,25,25.0,0.0002060987292662,-8.48715523570453,0.00021860927757871916,-8.42822454223167,-0.05893069347285973
ES,2025,26,26.0,0.000202129101905,-8.506603946370634,0.00022143337086677332,-8.41538882245899,-0.09121512391164366
ES,2025,27,27.0,0.0002139107889562,-8.449951503895008,0.0002262052335905963,-8.394067857544622,-0.05588364635038623
ES,2025,28,28.0,0.0002148681199173,-8.445486113774228,0.0002351061239832682,-8.35547355433867,-0.09001255943555897
ES,2025,29,29.0,0.0002447782829087,-8.315157724869639,0.00026041358472595556,-8.253239480304133,-0.06191824456550599
ES,2025,30,30.0,0.0002521846302351,-8.285349079053823,0.0002761511300440171,-8.194562269487058,-0.09078680956676521
ES,2025,31,31.0,0.0002573199441095,-8.265190328623815,0.00028793421666562115,-8.152778518274342,-0.11241181034947267
ES,2025,32,32.0,0.0002631588297823,-8.24275279254805,0.0003007931712510921,-8.109087668104088,-0.1336651244439615
ES,2025,33,33.0,0.0002945974580496,-8.129900682453622,0.0003312128587743179,-8.012749311405148,-0.11715137104847351
ES,2025,34,34.0,0.0003261193048424,-8.028247277772474,0.0003685426272983549,-7.905954175146206,-0.12229310262626747
ES,2025,35,35.0,0.0003303261913847,-8.015429932965889,0.00037334075632079397,-7.893018999538781,-0.12241093342710752
ES,2025,36,36.0,0.0003457985710889,-7.969654116913038,0.0004029431622723293,-7.816715042509268,-0.1529390744037693
ES,2025,37,37.0,0.000391122842393,-7.846488872403355,0.00045029649189169625,-7.705604321289591,-0.1408845511137642
ES,2025,38,38.0,0.0004231236781909,-7.767846038223678,0.0004870526151884285,-7.6271384013162296,-0.14070763690744847
ES,2025,39,39.0,0.000457188163891,-7.690415514631131,0.0005368082449471713,-7.529869612985168,-0.16054590164596316
ES,2025,40,40.0,0.000536405621954,-7.530619925713092,0.0006027025561551575,-7.414086756310954,-0.11653316940213809
ES,2025,41,41.0,0.0005927176212811,-7.430792459089226,0.0006588870097926018,-7.324958495229582,-0.10583396385964328
ES,2025,42,42.0,0.0006525138512672,-7.334678190997027,0.0007307275983638069,-7.221469810120122,-0.11320838087690532
ES,2025,43,43.0,0.0007620862646334,-7.179450800504875,0.0008320622476480513,-7.091603303057032,-0.08784749744784293
ES,2025,44,44.0,0.0008186652316471,-7.107835310240951,0.0009040414475237842,-7.008635349592398,-0.09919996064855319
ES,2025,45,45.0,0.000949179209408,-6.959912936921096,0.0010366623403914395,-6.871749014723658,-0.08816392219743818
ES,2025,46,46.0,0.0010790355607235,-6.831687636137535,0.0011495013823402775,-6.768427011203886,-0.06326062493364937
ES,2025,47,47.0,0.0012299238367701,-6.700803032840137,0.0013227027924394112,-6.628078065768393,-0.07272496707174447
ES,2025,48,48.0,0.0014316609919674,-6.548919975923351,0.0014949163774460226,-6.505685008522612,-0.043234967400739066
ES,2025,49,49.0,0.0016213491418447,-6.424496672718516,0.0016689778457707348,-6.395543908344562,-0.028952764373953777
ES,2025,50,50.0,0.0018291942780906,-6.303879694279187,0.001885691193812761,-6.2734608442254585,-0.030418850053728796
ES,2025,51,51.0,0.002149971927384,-6.142300493958507,0.002130240197369003,-6.151520536900875,0.009220042942368778
ES,2025,52,52.0,0.0023718755586779,-6.044074261837583,0.0023921119875155526,-6.0355786264664335,-0.00849563537114939
ES,2025,53,53.0,0.0026514786919676,-5.932637797637521,0.0026444947075118315,-5.93527526877927,0.002637471141748726
ES,2025,54,54.0,0.0029738823606666,-5.817886987655716,0.00295652516298902,-5.823740631666035,0.005853644010318959
ES,2025,55,55.0,0.003287321028354,-5.717682323004578,0.0032421728635994317,-5.731511537040939,0.013829214036361392
ES,2025,56,56.0,0.0036954487414913,-5.600653286356081,0.0036648624010885817,-5.608964488389632,0.008311202033550735
ES,2025,57,57.0,0.0040549990557502,-5.5078048242754045,0.003982308427875318,-5.525893620820993,0.01808879654558826
ES,2025,58,58.0,0.0043873750976183,-5.429024158374673,0.004320749864041015,-5.444326312150197,0.015302153775524019
ES,2025,59,59.0,0.0048203224432436,-5.334914456218622,0.004763972246883214,-5.346673453097317,0.011758996878694639
ES,2025,60,60.0,0.0052439877888114,-5.2506730416853395,0.00521541519925767,-5.256136577350068,0.005463535664728347
ES,2025,61,61.0,0.0057005007216833,-5.167201262090508,0.005637642540996435,-5.178289290039029,0.011088027948520818
ES,2025,62,62.0,0.0062259602818026,-5.0790275863915815,0.006197876700816895,-5.0835485131966935,0.004520926805112069
ES,2025,63,63.0,0.006679396385863,-5.008727656914174,0.006705227631719366,-5.004867813276764,-0.0038598436374099876
ES,2025,64,64.0,0.0071397741842082,-4.94207412999238,0.007191913923184956,-4.934797950295875,-0.0072761796965048475
ES,2025,65,65.0,0.007747507946871,-4.860384042569305,0.007795338445609951,-4.8542293591198895,-0.006154683449415721
ES,2025,66,66.0,0.008279689064228,-4.793949863919555,0.00843120011241419,-4.775816155011428,-0.0181337089081266
ES,2025,67,67.0,0.00897966829388,-4.712792335670978,0.009127605096439844,-4.6964519302372985,-0.016340405433679983
ES,2025,68,68.0,0.009596159953574,-4.6463922653676635,0.00973608269976705,-4.631916429108762,-0.014475836258901253
ES,2025,69,69.0,0.0104833218915376,-4.557969675931649,0.010682165385769205,-4.539179714524874,-0.01878996140677547
ES,2025,70,70.0,0.0112379800168541,-4.488456164470069,0.011548880000456096,-4.461166816373677,-0.027289348096392274
ES,2025,71,71.0,0.0123157644658811,-4.396875173341053,0.012568745526495468,-4.3765420603661624,-0.02033311297489071
ES,2025,72,72.0,0.0132725514126067,-4.3220571798950616,0.013616571027565595,-4.296467770048294,-0.025589409846767275
ES,2025,73,73.0,0.0146602233257333,-4.22261734896072,0.015005188769386191,-4.199359219736671,-0.023258129224049462
ES,2025,74,74.0,0.0163412432677183,-4.114063105069117,0.016637991560522876,-4.096066550361652,-0.017996554707464973
ES,2025,75,75.0,0.0180222643043643,-4.016147379625721,0.018434739395622412,-3.9935183837874644,-0.022628995838256838
ES,2025,76,76.0,0.0200753695724348,-3.9082616097329725,0.02044789911903116,-3.8898751343363913,-0.018386475396581226
ES,2025,77,77.0,0.0224486967384104,-3.796522718220126,0.022937462306382966,-3.774983796487152,-0.021538921732974003
ES,2025,78,78.0,0.0252325142212191,-3.6796218692442015,0.025832591065120765,-3.656118364666812,-0.023503504577389478
ES,2025,79,79.0,0.0287625928483336,-3.5486795955221306,0.029450701449682135,-3.5250375508428236,-0.023642044679307084
ES,2025,80,80.0,0.0326770464621635,-3.4210823906094068,0.03318672932964796,-3.4056052019551304,-0.015477188654276386
ES,2025,81,81.0,0.0373089371258031,-3.288522379804192,0.03813901683122332,-3.266517457033485,-0.02200492277070687
ES,2025,82,82.0,0.042645670594304,-3.15482952029533,0.0436612169497288,-3.131295054915564,-0.023534465379766
ES,2025,83,83.0,0.0490746587149208,-3.014412493200986,0.05032157524482878,-2.9893213625324573,-0.02509113066852864
ES,2025,84,84.0,0.0568538089750416,-2.867272060589536,0.05846886073264063,-2.839260961632229,-0.028011098957307023
ES,2025,85,85.0,0.0660776559674981,-2.7169246230454043,0.06779403787021558,-2.6912810249199426,-0.025643598125461686
FR,2004,20,20.0,0.00059,-7.435388021064509,0.0006476105093590179,-7.342221108128451,-0.0931669129360575
FR,2004,21,21.0,0.00059,-7.435388021064509,0.0006380538661049312,-7.357087848551911,-0.07830017251259758
FR,2004,22,22.0,0.00059,-7.435388021064509,0.0006482972406970864,-7.341161262005421,-0.0942267590590875
FR,2004,23,23.0,0.00061,-7.402051600796917,0.0006702151804045757,-7.307911732358683,-0.09413986843823441
FR,2004,24,24.0,0.00059,-7.435388021064509,0.0006681017013758393,-7.311070148447492,-0.12431787261701732
FR,2004,25,25.0,0.00058,-7.4524824544238095,0.0006732516280326495,-7.30339140810594,-0.14909104631786985
FR,2004,26,26.0,0.0006,-7.418580902748128,0.0006930655816398261,-7.27438592885102,-0.14419497389710845
FR,2004,27,27.0,0.0006,-7.418580902748128,0.0007031844839738103,-7.2598912767204,-0.15868962602772818
FR,2004,28,28.0,0.00059,-7.435388021064509,0.0007314852331962272,-7.220433524726,-0.2149544963385086
FR,2004,29,29.0,0.00066,-7.3232707229438025,0.000734989916597202,-7.215653777760914,-0.10761694518288856
FR,2004,30,30.0,0.00072,-7.236259345954173,0.0007582011591977769,-7.184561826001941,-0.05169751995223226
FR,2004,31,31.0,0.00073,-7.222466023821838,0.0008017475686799207,-7.128716751912077,-0.09374927190976035
FR,2004,32,32.0,0.00072,-7.236259345954173,0.0008472218262368401,-7.073548001217572,-0.16271134473660087
FR,2004,33,33.0,0.00089,-7.024289095238089,0.0008966451612372822,-7.016850358074357,-0.007438737163732334
FR,2004,34,34.0,0.00086,-7.05857816871672,0.0009516278762462766,-6.957336485884799,-0.10124168283192159
FR,2004,35,35.0,0.001,-6.907755278982137,0.0010585561854283309,-6.850849388563454,-0.056905890418683214
FR,2004,36,36.0,0.00105,-6.8589651148127055,0.0011715866714431995,-6.749396319446865,-0.10956879536584019
FR,2004,37,37.0,0.0012,-6.725433722188183,0.0012785445382831027,-6.662032927482274,-0.06340079470590876
FR,2004,38,38.0,0.00128,-6.660895201050611,0.0013966553036018656,-6.573674969595216,-0.0872202314553947
FR,2004,39,39.0,0.00137,-6.5929445391421035,0.0015276875979610897,-6.4840000607370305,-0.10894447840507304
FR,2004,40,40.0,0.00151,-6.495645628155304,0.0016417675906407365,-6.411981818383371,-0.08366380977193355
FR,2004,41,41.0,0.00169,-6.383026750047155,0.0018205433614801277,-6.3086202721868885,-0.07440647786026666
FR,2004,42,42.0,0.00188,-6.276483502140279,0.0019815647001489747,-6.2238684937603805,-0.05261500837989885
FR,2004,43,43.0,0.0022,-6.119297918617867,0.002169461460686196,-6.133276317029218,0.013978398411351733
FR,2004,44,44.0,0.00235,-6.05333995082607,0.0024144555789784353,-6.026281450426693,-0.027058500399376406
FR,2004,45,45.0,0.00252,-5.983496377458805,0.002635745756134468,-5.938589117625378,-0.04490725983342703
FR,2004,46,46.0,0.00282,-5.871018394032115,0.0028881071476906913,-5.8471539576388505,-0.0238644363932643
FR,2004,47,47.0,0.00311,-5.773132552790995,0.0031560799929800606,-5.758424530001578,-0.014708022789416297
FR,2004,48,48.0,0.00344,-5.6722838075968305,0.003433463692494255,-5.674185704447802,0.0019018968509714185
FR,2004,49,49.0,0.0036,-5.626821433520073,0.0037401402129531624,-5.588632178164004,-0.03818925535606876
FR,2004,50,50.0,0.00411,-5.4943322504739935,0.004086973707454037,-5.499950507634774,0.005618257160780793
FR,2004,51,51.0,0.00431,-5.44681737486648,0.004410920310483407,-5.423671924111078,-0.023145450755402308
FR,2004,52,52.0,0.00442,-5.42161558289253,0.004692574379592929,-5.361773938890195,-0.059841644002334604
FR,2004,53,53.0,0.00493,-5.312416290927538,0.005062901369710455,-5.285815566786434,-0.026600724141103704
FR,2004,54,54.0,0.00517,-5.2648825904617995,0.0054226202474157575,-5.2171761398676715,-0.047706450594128036
FR,2004,55,55.0,0.00543,-5.215816145036293,0.005806933107168148,-5.148702712002787,-0.06711343303350681
FR,2004,56,56.0,0.00566,-5.1743313867670455,0.006133407945753149,-5.094004738040852,-0.0803266487261931
FR,2004,57,57.0,0.00623,-5.0783789461827755,0.006647966746421822,-5.013444223483946,-0.06493472269882972
FR,2004,58,58.0,0.00667,-5.010135419054604,0.0070620633080090795,-4.953018016915575,-0.057117402139029494
FR,2004,59,59.0,0.0074,-4.9062752787720125,0.007540332608722362,-4.887488985372555,-0.018786293399457143
FR,2004,60,60.0,0.00772,-4.863940914945452,0.008121223340570586,-4.813274478450546,-0.05066643649490654
FR,2004,61,61.0,0.00811,-4.8146574108548155,0.008602251183822126,-4.755731344416589,-0.058926066438226066
FR,2004,62,62.0,0.00868,-4.746733750309878,0.009134798604091113,-4.695664136019049,-0.0510696142908289
FR,2004,63,63.0,0.00935,-4.672378935681541,0.009728220826347635,-4.632724253939115,-0.03965468174242659
FR,2004,64,64.0,0.00985,-4.62028382379814,0.0103603513901342,-4.56976912475938,-0.050514699038759936
FR,2004,65,65.0,0.01072,-4.535644123339481,0.011193647132107104,-4.492408881958988,-0.043235241380493505
FR,2004,66,66.0,0.0114,-4.474141923581687,0.011876984662692247,-4.433152813536136,-0.04098911004555106
FR,2004,67,67.0,0.01208,-4.416204086475468,0.01276617008476783,-4.360956568974623,-0.05524751750084533
FR,2004,68,68.0,0.0136,-4.29768548624013,0.013980411935444878,-4.270098076555876,-0.027587409684254105
FR,2004,69,69.0,0.01449,-4.234296522649546,0.015050255049810186,-4.196360341099607,-0.03793618154993972
FR,2004,70,70.0,0.01616,-4.125216225889187,0.01641019631850172,-4.109852410606072,-0.015363815283115478
FR,2004,71,71.0,0.01763,-4.038153282572358,0.01788332213676436,-4.023886724663333,-0.014266557909024868
FR,2004,72,72.0,0.01921,-3.9523243022016716,0.019806076245854613,-3.9217665072562538,-0.030557794945417882
FR,2004,73,73.0,0.02145,-3.842030633608111,0.02163215052774863,-3.833574620577533,-0.008456013030578191
FR,2004,74,74.0,0.02398,-3.7305351293827687,0.02385579818953545,-3.735727980522052,0.005192851139283139
FR,2004,75,75.0,0.02554,-3.667509428377744,0.02643314381004763,-3.6331366088946324,-0.03437281948311144
FR,2004,76,76.0,0.02938,-3.5274411082364057,0.029467247990830895,-3.5244758700056287,-0.0029652382307769898
FR,2004,77,77.0,0.03209,-3.4392108238603716,0.03276246290483743,-3.4184718425778184,-0.020738981282553137
FR,2004,78,78.0,0.03541,-3.3407610128583247,0.036492525860652325,-3.310647810303155,-0.030113202555169583
FR,2004,79,79.0,0.04002,-3.21837594982655,0.04089755177316288,-3.1966850765718666,-0.02169087325468322
FR,2004,80,80.0,0.04598,-3.0795487596471016,0.04679914086014011,-3.0618904339163544,-0.017658325730747215
FR,2004,81,81.0,0.05075,-2.9808436610602405,0.05243662230813273,-2.948150032761152,-0.032693628299088395
FR,2004,82,82.0,0.05739,-2.857885206861866,0.05881878063606666,-2.833294076501859,-0.02459113036000682
FR,2004,83,83.0,0.06494,-2.734291512307437,0.06630235569610414,-2.713529851560227,-0.020761660747210087
FR,2004,84,84.0,0.07331,-2.613058253746642,0.07426731635609932,-2.6000843115730032,-0.012973942173638786
FR,2004,85,85.0,0.0823,-2.497384171299113,0.08372899611084442,-2.4801699324370463,-0.017214238862066633
FR,2005,20,20.0,0.00058,-7.4524824544238095,0.0006273691567975225,-7.373975423764333,-0.07850703065947684
FR,2005,21,21.0,0.00057,-7.469874197135678,0.0006205600347101498,-7.384888205848068,-0.08498599128761075
FR,2005,22,22.0,0.00058,-7.4524824544238095,0.0006300244485837198,-7.369751932055933,-0.0827305223678767
FR,2005,23,23.0,0.00065,-7.338538195074591,0.0006517136664074116,-7.335905254449296,-0.002632940625295177
FR,2005,24,24.0,0.00057,-7.469874197135678,0.0006504874679478003,-7.337788525458167,-0.13208567167751095
FR,2005,25,25.0,0.00058,-7.4524824544238095,0.0006564990865484028,-7.328589255618579,-0.12389319880523075
FR,2005,26,26.0,0.00063,-7.369790738578696,0.0006768107770726231,-7.298118826228379,-0.07167191235031733
FR,2005,27,27.0,0.00056,-7.487573774235079,0.0006853912723625279,-7.285520682245738,-0.20205309198934085
FR,2005,28,28.0,0.00059,-7.435388021064509,0.0007145714631576609,-7.2438275471806595,-0.19156047388384945
FR,2005,29,29.0,0.00064,-7.354042381610556,0.0007186827127740008,-7.2380905872451455,-0.1159517943654107
FR,2005,30,30.0,0.00068,-7.293417759794122,0.0007417890095420635,-7.206445708949973,-0.08697205084414872
FR,2005,31,31.0,0.00077,-7.1691200431165445,0.0007839738021048019,-7.151134953854833,-0.017985089261711273
FR,2005,32,32.0,0.00077,-7.1691200431165445,0.0008289901254972838,-7.095302314242159,-0.07381772887438576
