country,year,age,age_num,a_xr,b_x,k_t_projection,lambda_xr,C_tr,log_mx_projected_baseline,mx_projected_baseline,climate_component,log_mx_projected_climate_adjusted,mx_projected_climate_adjusted,absolute_mx_impact,relative_mx_impact,relative_mx_impact_pct,k_projection_method
ES,2040,20,20.0,-8.188265254489172,0.0270653680190142,-35.90464256916175,0.0,3.4122499895695406,-9.160037619214698,0.00010515894197877353,0.0,-9.160037619214698,0.00010515894197877353,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2041,20,20.0,-8.188265254489172,0.0270653680190142,-37.280299372578156,0.0,3.439249019301851,-9.197270276867025,0.00010131558821430383,0.0,-9.197270276867025,0.00010131558821430383,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2042,20,20.0,-8.188265254489172,0.0270653680190142,-38.655956175994106,0.0,3.921397286131432,-9.234502934519337,9.761270151693329e-05,0.0,-9.234502934519337,9.761270151693329e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2043,20,20.0,-8.188265254489172,0.0270653680190142,-40.031612979410056,0.0,6.185846348680264,-9.271735592171652,9.404514808994306e-05,0.0,-9.271735592171652,9.404514808994306e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2044,20,20.0,-8.188265254489172,0.0270653680190142,-41.40726978282646,0.0,4.701668919269364,-9.308968249823977,9.060798176684963e-05,0.0,-9.308968249823977,9.060798176684963e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2045,20,20.0,-8.188265254489172,0.0270653680190142,-42.78292658624241,0.0,4.161730793855499,-9.34620090747629,8.729643715388855e-05,0.0,-9.34620090747629,8.729643715388855e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2046,20,20.0,-8.188265254489172,0.0270653680190142,-44.15858338965836,0.0,4.948003763161143,-9.383433565128604,8.410592302311873e-05,0.0,-9.383433565128604,8.410592302311873e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2047,20,20.0,-8.188265254489172,0.0270653680190142,-45.534240193074766,0.0,5.121837052094335,-9.420666222780929,8.103201594700594e-05,0.0,-9.420666222780929,8.103201594700594e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2048,20,20.0,-8.188265254489172,0.0270653680190142,-46.909896996490716,0.0,3.5502614490107827,-9.457898880433243,7.807045416564781e-05,0.0,-9.457898880433243,7.807045416564781e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2049,20,20.0,-8.188265254489172,0.0270653680190142,-48.285553799906666,0.0,2.308674310626205,-9.495131538085555,7.52171316781331e-05,0.0,-9.495131538085555,7.52171316781331e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2050,20,20.0,-8.188265254489172,0.0270653680190142,-49.66121060332307,0.0,2.4320554423640237,-9.53236419573788,7.246809254985711e-05,0.0,-9.53236419573788,7.246809254985711e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2051,20,20.0,-8.188265254489172,0.0270653680190142,-51.03686740673902,0.0,4.280968313199963,-9.569596853390195,6.981952542789462e-05,0.0,-9.569596853390195,6.981952542789462e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2052,20,20.0,-8.188265254489172,0.0270653680190142,-52.41252421015497,0.0,3.3621413263603674,-9.606829511042509,6.726775825681692e-05,0.0,-9.606829511042509,6.726775825681692e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2053,20,20.0,-8.188265254489172,0.0270653680190142,-53.788181013571375,0.0,4.9717933202879125,-9.644062168694834,6.480925318764317e-05,0.0,-9.644062168694834,6.480925318764317e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2054,20,20.0,-8.188265254489172,0.0270653680190142,-55.163837816987325,0.0,4.196038658674471,-9.681294826347147,6.244060167285916e-05,0.0,-9.681294826347147,6.244060167285916e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2055,20,20.0,-8.188265254489172,0.0270653680190142,-56.539494620403275,0.0,5.279599019066152,-9.71852748399946,6.0158519740696914e-05,0.0,-9.71852748399946,6.0158519740696914e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2056,20,20.0,-8.188265254489172,0.0270653680190142,-57.91515142381968,0.0,5.32634413169416,-9.755760141651786,5.795984344213743e-05,0.0,-9.755760141651786,5.795984344213743e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2057,20,20.0,-8.188265254489172,0.0270653680190142,-59.29080822723563,0.0,3.878576467702012,-9.7929927993041,5.584152446431522e-05,0.0,-9.7929927993041,5.584152446431522e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2058,20,20.0,-8.188265254489172,0.0270653680190142,-60.666465030652034,0.0,2.985667140263355,-9.830225456956425,5.380062590423876e-05,0.0,-9.830225456956425,5.380062590423876e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2059,20,20.0,-8.188265254489172,0.0270653680190142,-62.042121834067984,0.0,5.81017578130102,-9.867458114608738,5.183431819698223e-05,0.0,-9.867458114608738,5.183431819698223e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
ES,2060,20,20.0,-8.188265254489172,0.0270653680190142,-63.417778637483934,0.0,5.413583793938718,-9.904690772261052,4.993987519268461e-05,0.0,-9.904690772261052,4.993987519268461e-05,0.0,0.0,0.0,linear_extrapolation_selected_calibration_years
FR,2030,20,20.0,-7.77602062301884,0.0270653680190142,-22.148074535000887,0.0453015899580046,1.869825023095513,-8.375466411221195,0.0002304523569570716,0.08470604648948941,-8.290760364731705,0.000250823672743182,2.0371315786110435e-05,0.08839708152737691,8.83970815273769,linear_extrapolation_selected_calibration_years
FR,2031,20,20.0,-7.77602062301884,0.0270653680190142,-23.523731338416837,0.0453015899580046,1.7663238593921933,-8.41269906887351,0.00022202977379889976,0.08001727921122531,-8.332681789662285,0.00024052613866119255,1.8496364862292784e-05,0.08330578618273776,8.330578618273776,linear_extrapolation_selected_calibration_years
FR,2032,20,20.0,-7.77602062301884,0.0270653680190142,-24.899388141832787,0.0453015899580046,1.9708802173609947,-8.449931726525822,0.00021391501959068144,0.08928400746323077,-8.360647719062591,0.00023389278787756384,1.9977768286882398e-05,0.09339114347888766,9.339114347888767,linear_extrapolation_selected_calibration_years
FR,2033,20,20.0,-7.77602062301884,0.0270653680190142,-26.275044945249192,0.0453015899580046,2.5337370626119395,-8.487164384178149,0.000206096843786037,0.11478231747184511,-8.372382066706304,0.00023116424871555316,2.5067404929516142e-05,0.12162925190421792,12.162925190421792,linear_extrapolation_selected_calibration_years
FR,2034,20,20.0,-7.77602062301884,0.0270653680190142,-27.650701748665142,0.0453015899580046,1.583935690807518,-8.524397041830461,0.00019856440702407358,0.07175480518481094,-8.45264223664565,0.00021333598585820043,1.4771578834126854e-05,0.07439187644710143,7.4391876447101435,linear_extrapolation_selected_calibration_years
FR,2035,20,20.0,-7.77602062301884,0.0270653680190142,-29.026358552081092,0.0453015899580046,-0.5366591801064159,-8.561629699482776,0.000191307266101341,-0.024311514124379794,-8.585941213607155,0.00018671237746449294,-4.59488863684807e-06,-0.024018369665133488,-2.4018369665133488,linear_extrapolation_selected_calibration_years
FR,2036,20,20.0,-7.77602062301884,0.0270653680190142,-30.402015355497497,0.0453015899580046,2.8379059062815783,-8.5988623571351,0.00018431535949306252,0.1285616497057675,-8.470300707429333,0.0002096018650475538,2.5286505554491297e-05,0.13719152665322532,13.719152665322532,linear_extrapolation_selected_calibration_years
FR,2037,20,20.0,-7.77602062301884,0.0270653680190142,-31.777672158913447,0.0453015899580046,0.2308650717739958,-8.636095014787413,0.00017757899340352945,0.01045855481713086,-8.625636459970282,0.0001794459589033495,1.8669654998200393e-06,0.01051343666295912,1.051343666295912,linear_extrapolation_selected_calibration_years
FR,2038,20,20.0,-7.77602062301884,0.0270653680190142,-33.1533289623294,0.0453015899580046,4.994053317969188,-8.673327672439727,0.00017108882832631012,0.22623855563905254,-8.447089116800674,0.0002145239615879041,4.3435133261593987e-05,0.2538747484946948,25.387474849469484,linear_extrapolation_selected_calibration_years
FR,2039,20,20.0,-7.77602062301884,0.0270653680190142,-34.5289857657458,0.0453015899580046,2.1782796967944247,-8.710560330092052,0.00016483586609567706,0.09867953363802762,-8.611880796454026,0.00018193141247389657,1.7095546378219508e-05,0.10371254013551034,10.371254013551034,linear_extrapolation_selected_calibration_years
FR,2040,20,20.0,-7.77602062301884,0.0270653680190142,-35.90464256916175,0.0453015899580046,2.067799254777348,-8.747792987744367,0.00015881143741127554,0.0936745939553909,-8.654118393788975,0.00017440708997506552,1.559565256378998e-05,0.09820232609192847,9.820232609192846,linear_extrapolation_selected_calibration_years
FR,2041,20,20.0,-7.77602062301884,0.0270653680190142,-37.280299372578156,0.0453015899580046,1.5617100867211715,-8.785025645396692,0.00015300718981872517,0.07074794998192233,-8.71427769541477,0.00016422424847050668,1.1217058651781509e-05,0.07331066379998807,7.331066379998807,linear_extrapolation_selected_calibration_years
FR,2042,20,20.0,-7.77602062301884,0.0270653680190142,-38.655956175994106,0.0453015899580046,4.162689287635892,-8.822258303049006,0.00014741507612953234,0.18857644323105946,-8.633681859817946,0.00017800803649946925,3.059296036993692e-05,0.20752938690650025,20.752938690650026,linear_extrapolation_selected_calibration_years
FR,2043,20,20.0,-7.77602062301884,0.0270653680190142,-40.031612979410056,0.0453015899580046,3.688073630140536,-8.859490960701319,0.00014202734326420761,0.16707559932755608,-8.692415361373763,0.00016785410787092185,2.582676460671424e-05,0.18184360851325487,18.184360851325486,linear_extrapolation_selected_calibration_years
FR,2044,20,20.0,-7.77602062301884,0.0270653680190142,-41.40726978282646,0.0453015899580046,2.900997022908576,-8.896723618353644,0.0001368365215031606,0.1314197776011964,-8.765303840752447,0.00015605472034904222,1.921819884588162e-05,0.14044641470543162,14.044641470543162,linear_extrapolation_selected_calibration_years
FR,2045,20,20.0,-7.77602062301884,0.0270653680190142,-42.78292658624241,0.0453015899580046,3.383513856818257,-8.933956276005958,0.00013183541413045523,0.15327855735880738,-8.78067771864715,0.00015367390223025454,2.183848809979931e-05,0.16564963400645483,16.564963400645482,linear_extrapolation_selected_calibration_years
FR,2046,20,20.0,-7.77602062301884,0.0270653680190142,-44.15858338965836,0.0453015899580046,3.555706643019639,-8.97118893365827,0.00012701708745605037,0.16107916435302874,-8.810109769305242,0.0001492168756069993,2.219978815094892e-05,0.17477796567040915,17.477796567040915,linear_extrapolation_selected_calibration_years
FR,2047,20,20.0,-7.77602062301884,0.0270653680190142,-45.534240193074766,0.0453015899580046,2.428984548597929,-9.008421591310597,0.00012237486120272113,0.1100368620349123,-8.898384729275685,0.0001366094095440577,1.423454834133657e-05,0.11631921949849011,11.631921949849012,linear_extrapolation_selected_calibration_years
FR,2048,20,20.0,-7.77602062301884,0.0270653680190142,-46.909896996490716,0.0453015899580046,0.9955594430265148,-9.04565424896291,0.00011790229924432205,0.045100425666806616,-9.000553823296103,0.00012334147578485795,5.439176540535893e-06,0.04613291322898294,4.613291322898294,linear_extrapolation_selected_calibration_years
FR,2049,20,20.0,-7.77602062301884,0.0270653680190142,-48.285553799906666,0.0453015899580046,0.0822692191937664,-9.082886906615224,0.00011359320068253149,0.0037269264340812074,-9.079159980181142,0.00011401734406954245,4.2414338701095874e-07,0.003733880060271755,0.3733880060271755,linear_extrapolation_selected_calibration_years
FR,2050,20,20.0,-7.77602062301884,0.0270653680190142,-49.66121060332307,0.0453015899580046,0.6883521782072958,-9.120119564267549,0.00010944159124974095,0.031183448123846224,-9.088936116143703,0.0001129081257804788,3.4665345307378524e-06,0.031674745324447695,3.1674745324447695,linear_extrapolation_selected_calibration_years
FR,2051,20,20.0,-7.77602062301884,0.0270653680190142,-51.03686740673902,0.0453015899580046,3.7794832713671664,-9.157352221919862,0.00010544171502614799,0.17121660141261322,-8.986135620507248,0.00012513272042835493,1.9691005402206946e-05,0.18674777242881402,18.6747772428814,linear_extrapolation_selected_calibration_years
FR,2052,20,20.0,-7.77602062301884,0.0270653680190142,-52.41252421015497,0.0453015899580046,1.8411007225261815,-9.194584879572176,0.00010158802645956317,0.08340479000326709,-9.111180089568908,0.0001104243276145904,8.836301155027234e-06,0.08698171884010852,8.698171884010852,linear_extrapolation_selected_calibration_years
FR,2053,20,20.0,-7.77602062301884,0.0270653680190142,-53.788181013571375,0.0453015899580046,3.146396310013909,-9.2318175372245,9.787518267688987e-05,0.14253675548162884,-9.089280781742872,0.00011286921693931035,1.4994034262420482e-05,0.1531954664331967,15.31954664331967,linear_extrapolation_selected_calibration_years
FR,2054,20,20.0,-7.77602062301884,0.0270653680190142,-55.163837816987325,0.0453015899580046,2.720823004035962,-9.269050194876815,9.42980360766018e-05,0.12325760807714345,-9.145792586799672,0.00010666765483539741,1.2369618758795614e-05,0.13117578343569436,13.117578343569436,linear_extrapolation_selected_calibration_years
FR,2055,20,20.0,-7.77602062301884,0.0270653680190142,-56.539494620403275,0.0453015899580046,3.6829556944506816,-9.306282852529128,9.085162719194293e-05,0.16684374870350285,-9.139439103825625,0.0001073475234440852,1.649589625214227e-05,0.18156962909746532,18.156962909746532,linear_extrapolation_selected_calibration_years
FR,2056,20,20.0,-7.77602062301884,0.0270653680190142,-57.91515142381968,0.0453015899580046,3.8599010664346376,-9.343515510181454,8.753117781497189e-05,0.17485965539008663,-9.168655854791368,0.00010425655153585431,1.672537372088242e-05,0.1910790433579841,19.10790433579841,linear_extrapolation_selected_calibration_years
FR,2057,20,20.0,-7.77602062301884,0.0270653680190142,-59.29080822723563,0.0453015899580046,0.6348681429817581,-9.380748167833767,8.433208437191102e-05,0.028760536290759444,-9.351987631543007,8.679273555673463e-05,2.4606511848236065e-06,0.02917811415607785,2.917811415607785,linear_extrapolation_selected_calibration_years
FR,2058,20,20.0,-7.77602062301884,0.0270653680190142,-60.666465030652034,0.0453015899580046,0.9032877204121696,-9.417980825486094,8.124991154060025e-05,0.040920369924212815,-9.377060455561882,8.464365096524934e-05,3.3937394246490865e-06,0.041769146086432896,4.17691460864329,linear_extrapolation_selected_calibration_years
FR,2059,20,20.0,-7.77602062301884,0.0270653680190142,-62.042121834067984,0.0453015899580046,3.45540106678024,-9.455213483138406,7.828038610123902e-05,0.15653516226773012,-9.298678320870676,9.154514486358013e-05,1.3264758762341112e-05,0.16945188217628315,16.945188217628314,linear_extrapolation_selected_calibration_years
FR,2060,20,20.0,-7.77602062301884,0.0270653680190142,-63.417778637483934,0.0453015899580046,4.520379565087179,-9.492446140790719,7.541939101185372e-05,0.20478038151212255,-9.287665759278596,9.255886298145548e-05,1.713947196960176e-05,0.22725550736557842,22.725550736557842,linear_extrapolation_selected_calibration_years
