experiment_type,experiment_code,experiment_name,mae_baseline,mae_climate_adjusted,mse_baseline,mse_climate_adjusted,rmse_baseline,rmse_climate_adjusted,sse_baseline,sse_climate_adjusted,mae_improvement,mae_improvement_pct,mse_improvement,mse_improvement_pct,rmse_improvement,rmse_improvement_pct,sse_improvement,sse_improvement_pct,excluded_component,w_temp_anomaly,w_extreme_heat_days,w_heatwave_duration
component_exclusion,E1,E1_base_20_70_10,0.04020535108293134,0.03778679528822982,0.0031400435388385375,0.0028581161839398247,0.056036091395086945,0.05346135224570947,12.434572413800609,11.318140088401705,0.0024185557947015227,6.015507213735758,0.0002819273548987128,8.978453687396772,0.002574739149377475,4.594787190320022,1.116432325398904,8.978453687396783,none,0.2,0.7,0.1
component_exclusion,E2,E2_excl_temp_anomaly,0.04020535108293134,0.038004859907212606,0.0031400435388385375,0.0028933721152112585,0.056036091395086945,0.05379007450460781,12.434572413800609,11.457753576236584,0.002200491175718737,5.473130109421994,0.00024667142362727905,7.855668896824269,0.0022460168904791383,4.008161230667244,0.976818837564025,7.855668896824268,temp_anomaly,0.0,0.875,0.12500000000000003
component_exclusion,E3,E3_excl_extreme_heat_days,0.04020535108293134,0.038102299778963955,0.0031400435388385375,0.00287172223635388,0.056036091395086945,0.053588452453433286,12.434572413800609,11.372020055961366,0.0021030513039673876,5.230774629052327,0.0002683213024846573,8.54514592443855,0.00244763894165366,4.367968715727129,1.0625523578392428,8.54514592443855,extreme_heat_days,0.6666666666666666,0.0,0.3333333333333333
component_exclusion,E4,E4_excl_heatwave_duration,0.04020535108293134,0.03770651869550505,0.0031400435388385375,0.002849170190229439,0.056036091395086945,0.05337761881378223,12.434572413800609,11.282713953308578,0.002498832387426292,6.215173652561732,0.0002908733486090987,9.263353995298074,0.0026584725813047147,4.744214871378058,1.151858460492031,9.263353995298074,heatwave_duration,0.22222222222222227,0.7777777777777778,0.0
