experiment_type,experiment_name,experiment_code,country,year,mean_C_tr,mean_climate_component,mean_relative_mx_impact,mean_relative_mx_impact_pct,median_relative_mx_impact_pct,min_relative_mx_impact_pct,max_relative_mx_impact_pct,mean_delta_vs_baseline_relative_mx_impact_pct,mean_delta_vs_baseline_climate_component
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2050,2.4403073362774155,0.02602705727090311,0.027037714475130554,2.7037714475130556,0.2930261637894005,0.0,13.941081223621342,-1.7437760493411825,-0.016006831217505613
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2051,2.9359161898531583,0.03131296524823999,0.03278502289708008,3.2785022897080083,0.3527078466529665,0.0,17.00157408779177,-1.7352857567077797,-0.015747279290801185
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2052,2.0495557250341543,0.021859502466089017,0.022568909375893238,2.2568909375893242,0.24601205424704675,0.0,11.584650595663737,-1.8595635964194652,-0.017203366597893874
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2053,3.418666567396247,0.036461731363507575,0.038469962452219474,3.8469962452219475,0.4108964718237518,0.0,20.061679058742076,-1.3425345897094312,-0.012144700385285825
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2054,2.615057803915362,0.027890855474398284,0.029054006648996374,2.9054006648996378,0.3140632091187534,0.0,15.010956829067057,-1.3487019003433975,-0.012410079694717255
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2055,2.2465810785094273,0.02396087309366882,0.024815344939320874,2.4815344939320876,0.26971310950199,0.0,12.766658253856678,-1.4509044306607102,-0.013440386238064055
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2056,2.2637467122982105,0.024143952875084192,0.025011720008314295,2.5011720008314295,0.27177847023932555,0.0,12.870230525381565,-2.2045594076365136,-0.02019025536864165
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2057,2.658632186673831,0.028355597328319427,0.02955849691129092,2.955849691129092,0.3193099534261945,0.0,15.27929359752067,-1.7632186976213862,-0.01609704990354527
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2058,2.5811347919050656,0.027529050154523955,0.02866173404657041,2.8661734046570406,0.3099788839349804,0.0,14.802486955203342,-1.8249494105901676,-0.016675382915001962
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2059,3.359440451016202,0.035830056205202285,0.037767846841670984,3.7767846841670982,0.4037546713683171,0.0,19.681985161185978,-1.0661600189006348,-0.009720861263045274
component_exclusion,E3_excl_extreme_heat_days,E3,IT,2060,3.715791672317949,0.03963071422376363,0.04201219451872374,4.201219451872374,0.4467378271822975,0.0,21.984782002033953,-1.3594751356450727,-0.012220027455993583
component_exclusion,E4_excl_heatwave_duration,E4,ES,2030,3.122297839711428,0.0033632830344974426,0.0034082930069796458,0.3408293006979646,0.0,0.0,5.181999325404263,-0.04239431613299131,-0.00040976752385709275
component_exclusion,E4_excl_heatwave_duration,E4,ES,2031,3.1002347730433577,0.0033395170961971537,0.0033838895494920176,0.33838895494920174,0.0,0.0,5.1444557262593005,-0.02632131142697901,-0.00025393624516864365
component_exclusion,E4_excl_heatwave_duration,E4,ES,2032,3.2742859243612275,0.0035270018636388914,0.003576528642192832,0.3576528642192832,0.0,0.0,5.440994238202479,-0.0458714597826507,-0.00044267815607367043
component_exclusion,E4_excl_heatwave_duration,E4,ES,2033,3.2478346257472404,0.00349850900087053,0.003547233988303353,0.35472339883033527,0.0,0.0,5.395874177194826,-0.04601884388602758,-0.0004442431646744034
component_exclusion,E4_excl_heatwave_duration,E4,ES,2034,4.600985219027395,0.004956098464507322,0.005054378958625725,0.5054378958625725,0.0,0.0,7.729004842052278,-0.04718669319811953,-0.00044798932946268417
component_exclusion,E4_excl_heatwave_duration,E4,ES,2035,1.2238691674642659,0.0013183298386926173,0.0013251966730885999,0.13251966730885997,0.0,0.0,2.0000851383083385,-0.019994443743015008,-0.0001973402272913547
component_exclusion,E4_excl_heatwave_duration,E4,ES,2036,5.249799479873062,0.0056549895082406475,0.0057832549967657965,0.5783254996765796,0.0,0.0,8.865953546409887,-0.06781171058636327,-0.0006400688974930791
component_exclusion,E4_excl_heatwave_duration,E4,ES,2037,2.8248201300528417,0.003042845399973649,0.0030796463454148162,0.30796463454148165,0.0,0.0,4.676922830374353,-0.04082418447204092,-0.0003959406586354112
component_exclusion,E4_excl_heatwave_duration,E4,ES,2038,4.097568379526377,0.00441382690602891,0.0044916301952960406,0.44916301952960414,0.0,0.0,6.855030115060368,-0.03799409855164709,-0.0003625407734401313
component_exclusion,E4_excl_heatwave_duration,E4,ES,2039,2.8289887665899,0.0030473357802198106,0.0030842459960554037,0.30842459960554036,0.0,0.0,4.683983822877447,-0.024645454275998544,-0.0002385573638540267
component_exclusion,E4_excl_heatwave_duration,E4,ES,2040,3.2794423743139665,0.0035325562987167072,0.003582240150857383,0.3582240150857383,0.0,0.0,5.449792250053487,-0.03394108088567825,-0.0003271395245612964
component_exclusion,E4_excl_heatwave_duration,E4,ES,2041,3.319731678208314,0.0035759552117019255,0.003626875007821036,0.3626875007821036,0.0,0.0,5.5185597424803445,-0.032630681603453636,-0.00031428000423748835
