country,year,source,scenario,period_type,temp_anomaly,extreme_heat_days,heatwave_duration,z_temp_anomaly,z_extreme_heat_days,z_heatwave_duration,C_tr_core,w_temp_anomaly,w_extreme_heat_days,w_heatwave_duration,C_tr_definition,standardization_period,standardization_source
ES,2030,CMIP6,ssp5_8_5,projection,-0.346601247380299,71,65,-0.6839867315370484,4.2098077172109925,5.255812590951881,3.3356493148354733,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2031,CMIP6,ssp5_8_5,projection,0.3114775340681177,66,50,0.6146732075684453,3.810395220321904,3.8666110250615158,3.1768723982451736,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2032,CMIP6,ssp5_8_5,projection,0.1416574601647759,70,69,0.27954839720941216,4.129925217833175,5.626266341855978,3.509483966110703,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2033,CMIP6,ssp5_8_5,projection,-0.0603377559751852,71,69,-0.11907119437589264,4.2098077172109925,5.626266341855978,3.4856777973581137,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2034,CMIP6,ssp5_8_5,projection,1.3251377615762383,83,77,2.6150415015164588,5.168397709744805,6.3671738436641725,4.777604081491072,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2035,CMIP6,ssp5_8_5,projection,-0.7086363571322849,43,34,-1.3984308176231428,1.9730977346320968,2.3847960214451267,1.3399618528623516,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2036,CMIP6,ssp5_8_5,projection,0.5377925243420645,99,99,1.0612857101641728,6.446517699789887,8.404669473636709,5.565286479249426,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2037,CMIP6,ssp5_8_5,projection,-0.0331989578364382,64,62,-0.06551519024415318,3.6506302215662685,4.977972277773808,3.0401353448249377,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2038,CMIP6,ssp5_8_5,projection,1.31061174826789,75,66,2.586375706340773,4.5293377147222635,5.348426028677905,4.222654144441529,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2039,CMIP6,ssp5_8_5,projection,0.401340570999972,61,47,0.7920099176396912,3.4109827234328156,3.5887707118834427,2.904966961119253,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2040,CMIP6,ssp5_8_5,projection,0.1534157934257987,70,58,0.3027524219967376,4.129925217833175,4.60751852686971,3.4122499895695406,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2041,CMIP6,ssp5_8_5,projection,0.2452881215558768,70,57,0.48405428952130125,4.129925217833175,4.514905089143686,3.439249019301851,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2042,CMIP6,ssp5_8_5,projection,0.1701049782239447,77,70,0.3356870436935161,4.689102713477898,5.718879779582003,3.921397286131432,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2043,CMIP6,ssp5_8_5,projection,1.1887457400759605,106,96,2.345883979150863,7.005695195434612,8.126829160458636,6.185846348680264,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2044,CMIP6,ssp5_8_5,projection,0.613847060127581,86,81,1.2113725714887806,5.408045207878257,6.73762759456827,4.7016689192693635,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2045,CMIP6,ssp5_8_5,projection,0.732103504011695,77,72,1.4447411445878262,4.689102713477898,5.904106655034051,4.161730793855499,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2046,CMIP6,ssp5_8_5,projection,0.9068092645466184,89,77,1.7895074229326429,5.647692706011711,6.3671738436641725,4.948003763161143,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2047,CMIP6,ssp5_8_5,projection,1.5115051167789222,89,70,2.982820899639692,5.647692706011711,5.718879779582003,5.121837052094335,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2048,CMIP6,ssp5_8_5,projection,0.3605293163443015,72,52,0.7114725367362983,4.28969021658881,4.051837900513564,3.5502614490107827,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2049,CMIP6,ssp5_8_5,projection,0.5184903637515124,51,38,1.0231946131651797,2.6121577296546388,2.7552497723492237,2.308674310626205,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2050,CMIP6,ssp5_8_5,projection,-0.3014380993098449,58,44,-0.5948612760803361,3.1713352252993623,3.31093039870537,2.4320554423640233,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2051,CMIP6,ssp5_8_5,projection,1.1280749728851145,77,68,2.2261556167621976,4.689102713477898,5.533652904129954,4.280968313199963,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2052,CMIP6,ssp5_8_5,projection,0.0742729084842217,69,62,0.14657097832118604,4.050042718455357,4.977972277773808,3.3621413263603674,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2053,CMIP6,ssp5_8_5,projection,1.4381628475534445,87,69,2.8380864551153113,5.487927707256075,5.626266341855978,4.9717933202879125,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2054,CMIP6,ssp5_8_5,projection,0.699930207167343,79,65,1.3812500050790466,4.848867712233534,5.255812590951881,4.196038658674471,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2055,CMIP6,ssp5_8_5,projection,0.9221367254635364,93,88,1.8197548036751063,5.967222703522982,7.385921658650441,5.279599019066152,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2056,CMIP6,ssp5_8_5,projection,0.875430843511781,94,89,1.727584900129767,6.0471052029007994,7.478535096376465,5.32634413169416,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2057,CMIP6,ssp5_8_5,projection,1.0524699107260125,71,64,2.0769557516586565,4.2098077172109925,5.1631991532258565,3.878576467702012,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
ES,2058,CMIP6,ssp5_8_5,projection,0.7005565938380105,60,49,1.382486123456538,3.331100224054998,3.7739975873354914,2.985667140263355,0.2,0.7,0.1,0.20*z_temp_anomaly + 0.70*z_extreme_heat_days + 0.10*z_heatwave_duration,2004_2025_excl_2020_2021,ERA5
