age,country,year,mx
70,ES,2022,0.01331
71,ES,2022,0.01457
72,ES,2022,0.01582
73,ES,2022,0.01736
74,ES,2022,0.01908
75,ES,2022,0.02164
76,ES,2022,0.02371
77,ES,2022,0.02636
78,ES,2022,0.02971
79,ES,2022,0.03375
80,ES,2022,0.03785
81,ES,2022,0.04218
82,ES,2022,0.04872
83,ES,2022,0.05566
84,ES,2022,0.06443
85,ES,2022,0.07429
20,ES,2023,0.00025
21,ES,2023,0.00026
22,ES,2023,0.00027
23,ES,2023,0.00026
24,ES,2023,0.00029
25,ES,2023,0.00031
26,ES,2023,0.00027
27,ES,2023,0.0003
28,ES,2023,0.0003
29,ES,2023,0.00032
30,ES,2023,0.00034
31,ES,2023,0.00036
32,ES,2023,0.00039
33,ES,2023,0.00044
34,ES,2023,0.00044
35,ES,2023,0.00048
36,ES,2023,0.00047
37,ES,2023,0.00057
38,ES,2023,0.0006
39,ES,2023,0.00058
40,ES,2023,0.00071
41,ES,2023,0.00077
42,ES,2023,0.00078
43,ES,2023,0.0009
44,ES,2023,0.00102
45,ES,2023,0.00104
46,ES,2023,0.00121
47,ES,2023,0.00129
48,ES,2023,0.00146
49,ES,2023,0.00165
50,ES,2023,0.00181
51,ES,2023,0.00211
52,ES,2023,0.00224
53,ES,2023,0.00262
54,ES,2023,0.00295
55,ES,2023,0.00331
56,ES,2023,0.00364
57,ES,2023,0.00407
58,ES,2023,0.00455
59,ES,2023,0.00484
60,ES,2023,0.00533
61,ES,2023,0.00587
62,ES,2023,0.00657
63,ES,2023,0.00707
64,ES,2023,0.00764
65,ES,2023,0.00831
66,ES,2023,0.0088
67,ES,2023,0.01011
68,ES,2023,0.0107
69,ES,2023,0.01178
70,ES,2023,0.0124
71,ES,2023,0.01354
72,ES,2023,0.01452
73,ES,2023,0.01623
74,ES,2023,0.01833
75,ES,2023,0.01984
76,ES,2023,0.02245
77,ES,2023,0.02469
78,ES,2023,0.02777
79,ES,2023,0.03127
80,ES,2023,0.03421
81,ES,2023,0.03957
82,ES,2023,0.04452
83,ES,2023,0.05106
84,ES,2023,0.05867
85,ES,2023,0.06829
20,ES,2024,0.0001729154306827
21,ES,2024,0.0001860730179065
22,ES,2024,0.0001858310403781
23,ES,2024,0.0001985524118403
24,ES,2024,0.0002119251627321
25,ES,2024,0.0002142114299273
26,ES,2024,0.0002103495760157
27,ES,2024,0.0002224474995205
28,ES,2024,0.0002236225066513
29,ES,2024,0.0002538400411785
30,ES,2024,0.0002620812616443
31,ES,2024,0.0002680176884012
32,ES,2024,0.0002745240669677
33,ES,2024,0.0003067875360318
34,ES,2024,0.0003392473050191
35,ES,2024,0.0003448202452217
36,ES,2024,0.0003619507130714
37,ES,2024,0.0004083806589922
38,ES,2024,0.0004422102022678
39,ES,2024,0.0004783115907988
40,ES,2024,0.0005591457292165
41,ES,2024,0.000617255989001
42,ES,2024,0.0006792273037222
43,ES,2024,0.0007908980478137
44,ES,2024,0.0008509265173918
45,ES,2024,0.0009840512020183
46,ES,2024,0.001115715091453
47,ES,2024,0.0012708523550064
48,ES,2024,0.0014739884293682
49,ES,2024,0.001665255826835
50,ES,2024,0.0018764661958361
51,ES,2024,0.0021954295045046
52,ES,2024,0.0024213333752846
53,ES,2024,0.002701610040252
54,ES,2024,0.0030254730889433
55,ES,2024,0.0033380308967474
56,ES,2024,0.0037465946488192
57,ES,2024,0.0041092905493426
58,ES,2024,0.0044434035816717
59,ES,2024,0.0048802718964659
60,ES,2024,0.0053121236515539
61,ES,2024,0.0057663746017191
62,ES,2024,0.0062961817561106
63,ES,2024,0.0067604543589096
64,ES,2024,0.0072314317639628
65,ES,2024,0.007850362109028
66,ES,2024,0.0083974263460279
67,ES,2024,0.0091134360643405
68,ES,2024,0.0097484168595867
69,ES,2024,0.0106589140049293
70,ES,2024,0.0114433894080344
71,ES,2024,0.0125434777507005
72,ES,2024,0.0135419058628736
73,ES,2024,0.0149597182019846
74,ES,2024,0.0166815761471899
75,ES,2024,0.0184141965054458
76,ES,2024,0.0205128826868839
77,ES,2024,0.0229501578529083
78,ES,2024,0.0257962267571065
79,ES,2024,0.0293931871438081
80,ES,2024,0.0333854498251056
81,ES,2024,0.0380978484698985
82,ES,2024,0.0435271568247778
83,ES,2024,0.0500452148373388
84,ES,2024,0.0579030012137751
85,ES,2024,0.0672026739980257
20,ES,2025,0.0001646739450103
21,ES,2025,0.0001783827485878
22,ES,2025,0.0001778190522716
23,ES,2025,0.000190832604877
24,ES,2025,0.0002043109078621
25,ES,2025,0.0002060987292662
26,ES,2025,0.000202129101905
27,ES,2025,0.0002139107889562
28,ES,2025,0.0002148681199173
29,ES,2025,0.0002447782829087
30,ES,2025,0.0002521846302351
31,ES,2025,0.0002573199441095
32,ES,2025,0.0002631588297823
33,ES,2025,0.0002945974580496
34,ES,2025,0.0003261193048424
35,ES,2025,0.0003303261913847
36,ES,2025,0.0003457985710889
37,ES,2025,0.000391122842393
38,ES,2025,0.0004231236781909
39,ES,2025,0.000457188163891
40,ES,2025,0.000536405621954
41,ES,2025,0.0005927176212811
42,ES,2025,0.0006525138512672
43,ES,2025,0.0007620862646334
44,ES,2025,0.0008186652316471
45,ES,2025,0.000949179209408
46,ES,2025,0.0010790355607235
47,ES,2025,0.0012299238367701
48,ES,2025,0.0014316609919674
49,ES,2025,0.0016213491418447
50,ES,2025,0.0018291942780906
51,ES,2025,0.002149971927384
52,ES,2025,0.0023718755586779
53,ES,2025,0.0026514786919676
54,ES,2025,0.0029738823606666
55,ES,2025,0.003287321028354
56,ES,2025,0.0036954487414913
57,ES,2025,0.0040549990557502
58,ES,2025,0.0043873750976183
59,ES,2025,0.0048203224432436
60,ES,2025,0.0052439877888114
61,ES,2025,0.0057005007216833
62,ES,2025,0.0062259602818026
63,ES,2025,0.006679396385863
64,ES,2025,0.0071397741842082
65,ES,2025,0.007747507946871
66,ES,2025,0.008279689064228
67,ES,2025,0.00897966829388
68,ES,2025,0.009596159953574
69,ES,2025,0.0104833218915376
70,ES,2025,0.0112379800168541
71,ES,2025,0.0123157644658811
72,ES,2025,0.0132725514126067
73,ES,2025,0.0146602233257333
74,ES,2025,0.0163412432677183
75,ES,2025,0.0180222643043643
76,ES,2025,0.0200753695724348
77,ES,2025,0.0224486967384104
78,ES,2025,0.0252325142212191
79,ES,2025,0.0287625928483336
80,ES,2025,0.0326770464621635
81,ES,2025,0.0373089371258031
82,ES,2025,0.042645670594304
83,ES,2025,0.0490746587149208
84,ES,2025,0.0568538089750416
85,ES,2025,0.0660776559674981
20,FR,2004,0.00059
21,FR,2004,0.00059
22,FR,2004,0.00059
23,FR,2004,0.00061
24,FR,2004,0.00059
25,FR,2004,0.00058
26,FR,2004,0.0006
27,FR,2004,0.0006
28,FR,2004,0.00059
29,FR,2004,0.00066
30,FR,2004,0.00072
31,FR,2004,0.00073
32,FR,2004,0.00072
33,FR,2004,0.00089
34,FR,2004,0.00086
35,FR,2004,0.001
36,FR,2004,0.00105
37,FR,2004,0.0012
38,FR,2004,0.00128
39,FR,2004,0.00137
40,FR,2004,0.00151
41,FR,2004,0.00169
42,FR,2004,0.00188
43,FR,2004,0.0022
44,FR,2004,0.00235
45,FR,2004,0.00252
46,FR,2004,0.00282
47,FR,2004,0.00311
48,FR,2004,0.00344
49,FR,2004,0.0036
50,FR,2004,0.00411
51,FR,2004,0.00431
52,FR,2004,0.00442
53,FR,2004,0.00493
54,FR,2004,0.00517
55,FR,2004,0.00543
56,FR,2004,0.00566
57,FR,2004,0.00623
58,FR,2004,0.00667
59,FR,2004,0.0074
60,FR,2004,0.00772
61,FR,2004,0.00811
62,FR,2004,0.00868
63,FR,2004,0.00935
64,FR,2004,0.00985
65,FR,2004,0.01072
66,FR,2004,0.0114
67,FR,2004,0.01208
68,FR,2004,0.0136
69,FR,2004,0.01449
70,FR,2004,0.01616
71,FR,2004,0.01763
72,FR,2004,0.01921
73,FR,2004,0.02145
74,FR,2004,0.02398
75,FR,2004,0.02554
76,FR,2004,0.02938
77,FR,2004,0.03209
78,FR,2004,0.03541
79,FR,2004,0.04002
80,FR,2004,0.04598
81,FR,2004,0.05075
82,FR,2004,0.05739
83,FR,2004,0.06494
84,FR,2004,0.07331
85,FR,2004,0.0823
20,FR,2005,0.00058
21,FR,2005,0.00057
22,FR,2005,0.00058
23,FR,2005,0.00065
24,FR,2005,0.00057
25,FR,2005,0.00058
26,FR,2005,0.00063
27,FR,2005,0.00056
28,FR,2005,0.00059
29,FR,2005,0.00064
30,FR,2005,0.00068
31,FR,2005,0.00077
32,FR,2005,0.00077
33,FR,2005,0.00081
34,FR,2005,0.00087
35,FR,2005,0.00092
36,FR,2005,0.00106
37,FR,2005,0.00108
38,FR,2005,0.00124
39,FR,2005,0.00135
40,FR,2005,0.00154
41,FR,2005,0.00159
42,FR,2005,0.00176
43,FR,2005,0.00193
44,FR,2005,0.00223
45,FR,2005,0.00249
46,FR,2005,0.00277
47,FR,2005,0.00306
48,FR,2005,0.00343
49,FR,2005,0.00378
50,FR,2005,0.00405
51,FR,2005,0.00428
52,FR,2005,0.00444
53,FR,2005,0.00482
54,FR,2005,0.00522
55,FR,2005,0.00541
56,FR,2005,0.00581
57,FR,2005,0.00637
58,FR,2005,0.00673
59,FR,2005,0.00722
60,FR,2005,0.00782
61,FR,2005,0.00798
62,FR,2005,0.00871
63,FR,2005,0.00912
64,FR,2005,0.00992
65,FR,2005,0.01056
66,FR,2005,0.01149
67,FR,2005,0.01235
68,FR,2005,0.01337
69,FR,2005,0.01464
70,FR,2005,0.01572
71,FR,2005,0.01804
72,FR,2005,0.01935
73,FR,2005,0.02105
74,FR,2005,0.02374
75,FR,2005,0.0256
76,FR,2005,0.02851
77,FR,2005,0.03215
78,FR,2005,0.03572
79,FR,2005,0.04017
80,FR,2005,0.04603
81,FR,2005,0.0521
82,FR,2005,0.05861
83,FR,2005,0.06598
84,FR,2005,0.07449
85,FR,2005,0.08511
20,FR,2006,0.00051
21,FR,2006,0.00051
22,FR,2006,0.0005
23,FR,2006,0.00055
24,FR,2006,0.00059
25,FR,2006,0.00051
26,FR,2006,0.00059
27,FR,2006,0.00057
28,FR,2006,0.0006
29,FR,2006,0.00059
30,FR,2006,0.00061
31,FR,2006,0.00071
32,FR,2006,0.00073
33,FR,2006,0.00077
34,FR,2006,0.00086
35,FR,2006,0.00092
36,FR,2006,0.00107
37,FR,2006,0.00106
38,FR,2006,0.00122
39,FR,2006,0.0013
40,FR,2006,0.00145
41,FR,2006,0.00157
42,FR,2006,0.00175
43,FR,2006,0.0019
44,FR,2006,0.00213
45,FR,2006,0.00237
46,FR,2006,0.00278
47,FR,2006,0.00294
48,FR,2006,0.00322
49,FR,2006,0.00355
50,FR,2006,0.004
51,FR,2006,0.00445
52,FR,2006,0.0045
53,FR,2006,0.00486
54,FR,2006,0.0051
55,FR,2006,0.00545
56,FR,2006,0.00588
57,FR,2006,0.00627
58,FR,2006,0.00646
59,FR,2006,0.00693
60,FR,2006,0.00751
61,FR,2006,0.00786
62,FR,2006,0.00852
63,FR,2006,0.00926
64,FR,2006,0.00972
65,FR,2006,0.01039
66,FR,2006,0.01092
67,FR,2006,0.012
68,FR,2006,0.01323
69,FR,2006,0.01392
70,FR,2006,0.01515
71,FR,2006,0.01681
72,FR,2006,0.01848
73,FR,2006,0.02032
74,FR,2006,0.02239
75,FR,2006,0.02449
76,FR,2006,0.028
77,FR,2006,0.03055
78,FR,2006,0.03418
79,FR,2006,0.03792
80,FR,2006,0.04394
81,FR,2006,0.0486
82,FR,2006,0.05541
83,FR,2006,0.06234
84,FR,2006,0.07039
85,FR,2006,0.07977
20,FR,2007,0.00054
21,FR,2007,0.00054
22,FR,2007,0.00049
23,FR,2007,0.00057
24,FR,2007,0.00052
25,FR,2007,0.00057
26,FR,2007,0.00061
27,FR,2007,0.00061
28,FR,2007,0.0006
29,FR,2007,0.0006
30,FR,2007,0.00061
31,FR,2007,0.00062
32,FR,2007,0.0007
33,FR,2007,0.00071
34,FR,2007,0.0008
35,FR,2007,0.00087
36,FR,2007,0.00098
37,FR,2007,0.00109
38,FR,2007,0.00116
39,FR,2007,0.0012
40,FR,2007,0.00135
41,FR,2007,0.00154
42,FR,2007,0.00171
43,FR,2007,0.0018
44,FR,2007,0.00205
45,FR,2007,0.00237
46,FR,2007,0.0025
47,FR,2007,0.00279
48,FR,2007,0.00306
49,FR,2007,0.00356
50,FR,2007,0.00373
51,FR,2007,0.00411
52,FR,2007,0.00449
53,FR,2007,0.00479
54,FR,2007,0.00508
55,FR,2007,0.00548
56,FR,2007,0.0057
57,FR,2007,0.00632
58,FR,2007,0.00656
59,FR,2007,0.00691
60,FR,2007,0.00754
61,FR,2007,0.00771
62,FR,2007,0.00852
63,FR,2007,0.00915
64,FR,2007,0.00959
65,FR,2007,0.01012
66,FR,2007,0.01089
67,FR,2007,0.01151
68,FR,2007,0.0131
69,FR,2007,0.01373
70,FR,2007,0.01509
71,FR,2007,0.01613
72,FR,2007,0.01782
73,FR,2007,0.0195
74,FR,2007,0.02163
75,FR,2007,0.02391
76,FR,2007,0.0266
77,FR,2007,0.02969
78,FR,2007,0.03367
79,FR,2007,0.03753
80,FR,2007,0.04345
81,FR,2007,0.04838
82,FR,2007,0.05391
83,FR,2007,0.06105
84,FR,2007,0.06925
85,FR,2007,0.07825
20,FR,2008,0.00046
21,FR,2008,0.00052
22,FR,2008,0.00055
23,FR,2008,0.00055
24,FR,2008,0.00056
25,FR,2008,0.00057
26,FR,2008,0.00056
27,FR,2008,0.00059
28,FR,2008,0.00059
29,FR,2008,0.00062
30,FR,2008,0.00061
31,FR,2008,0.00063
32,FR,2008,0.0007
33,FR,2008,0.00072
34,FR,2008,0.00082
35,FR,2008,0.00084
36,FR,2008,0.00097
37,FR,2008,0.001
38,FR,2008,0.00113
39,FR,2008,0.00127
40,FR,2008,0.00135
41,FR,2008,0.00153
42,FR,2008,0.00162
43,FR,2008,0.00181
44,FR,2008,0.00207
45,FR,2008,0.00214
46,FR,2008,0.0025
47,FR,2008,0.00273
48,FR,2008,0.00306
49,FR,2008,0.00343
50,FR,2008,0.00369
51,FR,2008,0.00414
52,FR,2008,0.00443
53,FR,2008,0.0047
54,FR,2008,0.00495
55,FR,2008,0.00553
56,FR,2008,0.00588
57,FR,2008,0.00603
58,FR,2008,0.00648
59,FR,2008,0.00673
60,FR,2008,0.0073
61,FR,2008,0.00804
62,FR,2008,0.00837
63,FR,2008,0.00898
64,FR,2008,0.00964
65,FR,2008,0.01024
66,FR,2008,0.0109
67,FR,2008,0.01143
68,FR,2008,0.01236
69,FR,2008,0.01359
70,FR,2008,0.01457
71,FR,2008,0.01622
72,FR,2008,0.01766
73,FR,2008,0.01944
74,FR,2008,0.02148
75,FR,2008,0.02416
76,FR,2008,0.02641
77,FR,2008,0.02965
78,FR,2008,0.03289
79,FR,2008,0.03743
80,FR,2008,0.04236
81,FR,2008,0.04839
82,FR,2008,0.05448
83,FR,2008,0.06123
84,FR,2008,0.06931
85,FR,2008,0.0778
20,FR,2009,0.00046
21,FR,2009,0.00054
22,FR,2009,0.00048
23,FR,2009,0.00054
24,FR,2009,0.00055
25,FR,2009,0.00056
26,FR,2009,0.0006
27,FR,2009,0.00056
28,FR,2009,0.00064
29,FR,2009,0.00056
30,FR,2009,0.00062
31,FR,2009,0.00061
32,FR,2009,0.00071
33,FR,2009,0.00075
34,FR,2009,0.00083
35,FR,2009,0.00092
36,FR,2009,0.00094
37,FR,2009,0.00104
38,FR,2009,0.0011
39,FR,2009,0.00126
40,FR,2009,0.00139
41,FR,2009,0.00151
42,FR,2009,0.0017
43,FR,2009,0.00183
44,FR,2009,0.00204
45,FR,2009,0.00221
46,FR,2009,0.00236
47,FR,2009,0.00274
48,FR,2009,0.00291
49,FR,2009,0.00322
50,FR,2009,0.00362
51,FR,2009,0.00401
52,FR,2009,0.00433
53,FR,2009,0.00468
54,FR,2009,0.00507
55,FR,2009,0.00552
56,FR,2009,0.00588
57,FR,2009,0.00637
58,FR,2009,0.00664
59,FR,2009,0.00697
60,FR,2009,0.00725
61,FR,2009,0.00774
62,FR,2009,0.0082
63,FR,2009,0.00891
64,FR,2009,0.00935
65,FR,2009,0.01021
66,FR,2009,0.0109
67,FR,2009,0.01133
68,FR,2009,0.01254
69,FR,2009,0.01315
70,FR,2009,0.01439
71,FR,2009,0.01535
72,FR,2009,0.01747
73,FR,2009,0.01884
74,FR,2009,0.02066
75,FR,2009,0.02325
76,FR,2009,0.02599
77,FR,2009,0.02845
78,FR,2009,0.03171
79,FR,2009,0.03622
80,FR,2009,0.04115
81,FR,2009,0.04703
82,FR,2009,0.05325
83,FR,2009,0.05975
84,FR,2009,0.06799
85,FR,2009,0.07816
20,FR,2010,0.00045
21,FR,2010,0.00043
22,FR,2010,0.0005
23,FR,2010,0.00053
24,FR,2010,0.00052
25,FR,2010,0.00051
26,FR,2010,0.00053
27,FR,2010,0.00056
28,FR,2010,0.00063
29,FR,2010,0.0006
30,FR,2010,0.00061
31,FR,2010,0.00061
32,FR,2010,0.00067
33,FR,2010,0.00074
34,FR,2010,0.00076
35,FR,2010,0.00081
36,FR,2010,0.00096
37,FR,2010,0.00101
38,FR,2010,0.00111
39,FR,2010,0.00121
40,FR,2010,0.00125
41,FR,2010,0.00152
42,FR,2010,0.00157
43,FR,2010,0.0017
44,FR,2010,0.00195
45,FR,2010,0.00209
46,FR,2010,0.00233
47,FR,2010,0.00262
48,FR,2010,0.00287
49,FR,2010,0.00315
50,FR,2010,0.00349
51,FR,2010,0.00392
52,FR,2010,0.0042
53,FR,2010,0.00472
54,FR,2010,0.00496
55,FR,2010,0.00536
56,FR,2010,0.00584
57,FR,2010,0.00616
58,FR,2010,0.00654
59,FR,2010,0.00686
60,FR,2010,0.00743
61,FR,2010,0.00781
62,FR,2010,0.00818
63,FR,2010,0.00874
64,FR,2010,0.0093
65,FR,2010,0.0102
66,FR,2010,0.0107
67,FR,2010,0.01162
68,FR,2010,0.0122
69,FR,2010,0.01316
70,FR,2010,0.01396
71,FR,2010,0.0154
72,FR,2010,0.01694
73,FR,2010,0.01815
74,FR,2010,0.02015
75,FR,2010,0.02237
76,FR,2010,0.02555
77,FR,2010,0.02766
78,FR,2010,0.03146
79,FR,2010,0.03509
80,FR,2010,0.0411
81,FR,2010,0.04632
82,FR,2010,0.05157
83,FR,2010,0.0585
84,FR,2010,0.06671
85,FR,2010,0.07503
20,FR,2011,0.00047
21,FR,2011,0.00049
22,FR,2011,0.00048
23,FR,2011,0.00048
24,FR,2011,0.0005
25,FR,2011,0.00053
26,FR,2011,0.00054
27,FR,2011,0.00056
28,FR,2011,0.00061
29,FR,2011,0.00054
30,FR,2011,0.00062
31,FR,2011,0.00062
32,FR,2011,0.00064
33,FR,2011,0.00067
34,FR,2011,0.00073
35,FR,2011,0.00082
36,FR,2011,0.00086
37,FR,2011,0.00101
38,FR,2011,0.00107
39,FR,2011,0.00114
40,FR,2011,0.00124
41,FR,2011,0.00137
42,FR,2011,0.00161
43,FR,2011,0.00169
44,FR,2011,0.00185
45,FR,2011,0.00204
46,FR,2011,0.00225
47,FR,2011,0.00245
48,FR,2011,0.00273
49,FR,2011,0.00309
50,FR,2011,0.00332
51,FR,2011,0.00385
52,FR,2011,0.00415
53,FR,2011,0.00442
54,FR,2011,0.00495
55,FR,2011,0.00539
56,FR,2011,0.00564
57,FR,2011,0.00589
58,FR,2011,0.0064
59,FR,2011,0.00688
60,FR,2011,0.00725
61,FR,2011,0.00761
62,FR,2011,0.0081
63,FR,2011,0.00854
64,FR,2011,0.00919
65,FR,2011,0.00985
66,FR,2011,0.01014
67,FR,2011,0.01119
68,FR,2011,0.01186
69,FR,2011,0.01248
70,FR,2011,0.01394
71,FR,2011,0.01476
72,FR,2011,0.01643
73,FR,2011,0.01808
74,FR,2011,0.01926
75,FR,2011,0.02177
76,FR,2011,0.02348
77,FR,2011,0.02685
78,FR,2011,0.03
79,FR,2011,0.03403
80,FR,2011,0.03875
81,FR,2011,0.04393
82,FR,2011,0.04969
83,FR,2011,0.0564
84,FR,2011,0.0631
85,FR,2011,0.07221
20,FR,2012,0.00045
21,FR,2012,0.00045
22,FR,2012,0.00047
23,FR,2012,0.00044
24,FR,2012,0.00046
25,FR,2012,0.0005
26,FR,2012,0.00053
27,FR,2012,0.00051
28,FR,2012,0.00054
29,FR,2012,0.00053
30,FR,2012,0.00057
31,FR,2012,0.00057
32,FR,2012,0.00065
33,FR,2012,0.00066
34,FR,2012,0.00067
35,FR,2012,0.00069
36,FR,2012,0.00076
37,FR,2012,0.00091
38,FR,2012,0.00101
39,FR,2012,0.00112
40,FR,2012,0.00117
41,FR,2012,0.00138
42,FR,2012,0.00149
43,FR,2012,0.00157
44,FR,2012,0.0018
45,FR,2012,0.002
46,FR,2012,0.00221
47,FR,2012,0.00243
48,FR,2012,0.00271
49,FR,2012,0.00294
50,FR,2012,0.0033
51,FR,2012,0.00362
52,FR,2012,0.00392
53,FR,2012,0.0044
54,FR,2012,0.00475
55,FR,2012,0.00524
56,FR,2012,0.00554
57,FR,2012,0.00603
58,FR,2012,0.00643
59,FR,2012,0.00683
60,FR,2012,0.00735
61,FR,2012,0.00781
62,FR,2012,0.00814
63,FR,2012,0.00867
64,FR,2012,0.00915
65,FR,2012,0.00991
66,FR,2012,0.00999
67,FR,2012,0.01144
68,FR,2012,0.01215
69,FR,2012,0.01287
70,FR,2012,0.0139
71,FR,2012,0.01504
72,FR,2012,0.0159
73,FR,2012,0.0183
74,FR,2012,0.01904
75,FR,2012,0.02139
76,FR,2012,0.02422
77,FR,2012,0.02672
78,FR,2012,0.0299
79,FR,2012,0.03475
80,FR,2012,0.0394
81,FR,2012,0.0444
82,FR,2012,0.05053
83,FR,2012,0.05821
84,FR,2012,0.06485
85,FR,2012,0.07478
20,FR,2013,0.00041
21,FR,2013,0.00039
22,FR,2013,0.00045
23,FR,2013,0.00043
24,FR,2013,0.00045
25,FR,2013,0.00048
26,FR,2013,0.00051
27,FR,2013,0.00045
28,FR,2013,0.00053
29,FR,2013,0.00051
30,FR,2013,0.00057
31,FR,2013,0.00057
32,FR,2013,0.0006
33,FR,2013,0.00064
34,FR,2013,0.00072
35,FR,2013,0.00072
36,FR,2013,0.00086
37,FR,2013,0.00092
38,FR,2013,0.00097
39,FR,2013,0.00101
40,FR,2013,0.00122
41,FR,2013,0.0013
42,FR,2013,0.00146
43,FR,2013,0.00157
44,FR,2013,0.00171
45,FR,2013,0.00188
46,FR,2013,0.00221
47,FR,2013,0.00237
48,FR,2013,0.00262
49,FR,2013,0.00286
50,FR,2013,0.00319
51,FR,2013,0.00349
52,FR,2013,0.00372
53,FR,2013,0.00407
54,FR,2013,0.00465
55,FR,2013,0.00495
56,FR,2013,0.00534
57,FR,2013,0.00592
58,FR,2013,0.00626
59,FR,2013,0.0068
60,FR,2013,0.00719
61,FR,2013,0.00782
62,FR,2013,0.00813
63,FR,2013,0.00858
64,FR,2013,0.00904
65,FR,2013,0.00985
66,FR,2013,0.01031
67,FR,2013,0.01085
68,FR,2013,0.01193
69,FR,2013,0.01303
70,FR,2013,0.01389
71,FR,2013,0.01471
72,FR,2013,0.01651
73,FR,2013,0.01773
74,FR,2013,0.01933
75,FR,2013,0.02131
76,FR,2013,0.02343
77,FR,2013,0.02579
78,FR,2013,0.02855
79,FR,2013,0.03274
80,FR,2013,0.03855
81,FR,2013,0.04335
82,FR,2013,0.04904
83,FR,2013,0.0553
84,FR,2013,0.06259
85,FR,2013,0.07233
20,FR,2014,0.00039
21,FR,2014,0.00035
22,FR,2014,0.0004
23,FR,2014,0.0004
24,FR,2014,0.00042
25,FR,2014,0.00047
26,FR,2014,0.00048
27,FR,2014,0.00048
28,FR,2014,0.00052
29,FR,2014,0.00056
30,FR,2014,0.00059
31,FR,2014,0.00052
32,FR,2014,0.00065
33,FR,2014,0.00062
34,FR,2014,0.00067
35,FR,2014,0.00068
36,FR,2014,0.00076
37,FR,2014,0.00089
38,FR,2014,0.00095
39,FR,2014,0.00112
40,FR,2014,0.0011
41,FR,2014,0.00121
42,FR,2014,0.00131
43,FR,2014,0.00148
44,FR,2014,0.0017
45,FR,2014,0.00188
46,FR,2014,0.00209
47,FR,2014,0.00226
48,FR,2014,0.00254
49,FR,2014,0.00272
50,FR,2014,0.00296
51,FR,2014,0.00322
52,FR,2014,0.00374
53,FR,2014,0.00385
54,FR,2014,0.00447
55,FR,2014,0.0048
56,FR,2014,0.00519
57,FR,2014,0.00556
58,FR,2014,0.006
59,FR,2014,0.00651
60,FR,2014,0.00693
61,FR,2014,0.00756
62,FR,2014,0.00806
63,FR,2014,0.00848
64,FR,2014,0.009
65,FR,2014,0.00937
66,FR,2014,0.01007
67,FR,2014,0.01055
68,FR,2014,0.01179
69,FR,2014,0.01252
70,FR,2014,0.01343
71,FR,2014,0.01424
72,FR,2014,0.01562
73,FR,2014,0.01707
74,FR,2014,0.0183
75,FR,2014,0.0205
76,FR,2014,0.02255
77,FR,2014,0.02483
78,FR,2014,0.02744
79,FR,2014,0.03096
80,FR,2014,0.03579
81,FR,2014,0.04158
82,FR,2014,0.04677
83,FR,2014,0.05284
84,FR,2014,0.06062
85,FR,2014,0.06887
20,FR,2015,0.00038
21,FR,2015,0.00044
22,FR,2015,0.00035
23,FR,2015,0.00041
24,FR,2015,0.00044
25,FR,2015,0.00044
26,FR,2015,0.00046
27,FR,2015,0.00047
28,FR,2015,0.00049
29,FR,2015,0.00056
30,FR,2015,0.00053
31,FR,2015,0.00065
32,FR,2015,0.00057
33,FR,2015,0.00062
34,FR,2015,0.0007
35,FR,2015,0.00072
36,FR,2015,0.00083
37,FR,2015,0.00087
38,FR,2015,0.00093
39,FR,2015,0.00101
40,FR,2015,0.00112
41,FR,2015,0.00127
42,FR,2015,0.00129
43,FR,2015,0.0016
44,FR,2015,0.00169
45,FR,2015,0.00194
46,FR,2015,0.00207
47,FR,2015,0.00236
48,FR,2015,0.00251
49,FR,2015,0.00267
50,FR,2015,0.00301
51,FR,2015,0.00328
52,FR,2015,0.00352
53,FR,2015,0.00387
54,FR,2015,0.00441
55,FR,2015,0.00483
56,FR,2015,0.00525
57,FR,2015,0.00574
58,FR,2015,0.00609
59,FR,2015,0.0066
60,FR,2015,0.00713
61,FR,2015,0.00752
62,FR,2015,0.00801
63,FR,2015,0.00864
64,FR,2015,0.00908
65,FR,2015,0.00974
66,FR,2015,0.01023
67,FR,2015,0.01071
68,FR,2015,0.01172
69,FR,2015,0.01244
70,FR,2015,0.01378
71,FR,2015,0.01484
72,FR,2015,0.016
73,FR,2015,0.01729
74,FR,2015,0.01914
75,FR,2015,0.02079
76,FR,2015,0.02336
77,FR,2015,0.02541
78,FR,2015,0.02838
79,FR,2015,0.03206
80,FR,2015,0.03649
81,FR,2015,0.04244
82,FR,2015,0.04828
83,FR,2015,0.05504
84,FR,2015,0.06262
85,FR,2015,0.07115
20,FR,2016,0.00036
21,FR,2016,0.00037
22,FR,2016,0.0004
23,FR,2016,0.00044
24,FR,2016,0.0004
25,FR,2016,0.00043
26,FR,2016,0.00049
27,FR,2016,0.00049
28,FR,2016,0.00049
29,FR,2016,0.00051
30,FR,2016,0.0005
31,FR,2016,0.00057
32,FR,2016,0.00059
33,FR,2016,0.00064
34,FR,2016,0.00068
35,FR,2016,0.0007
36,FR,2016,0.00074
37,FR,2016,0.00087
38,FR,2016,0.0009
39,FR,2016,0.00101
40,FR,2016,0.00104
41,FR,2016,0.00114
42,FR,2016,0.00132
43,FR,2016,0.0015
44,FR,2016,0.0016
45,FR,2016,0.0018
46,FR,2016,0.00194
47,FR,2016,0.00227
48,FR,2016,0.00242
49,FR,2016,0.00273
50,FR,2016,0.00294
