age,country,year,mx
51,FR,2016,0.00309
52,FR,2016,0.00332
53,FR,2016,0.00375
54,FR,2016,0.00417
55,FR,2016,0.00456
56,FR,2016,0.00516
57,FR,2016,0.00566
58,FR,2016,0.00602
59,FR,2016,0.00652
60,FR,2016,0.00716
61,FR,2016,0.00761
62,FR,2016,0.00819
63,FR,2016,0.00872
64,FR,2016,0.00912
65,FR,2016,0.00977
66,FR,2016,0.01028
67,FR,2016,0.01075
68,FR,2016,0.01139
69,FR,2016,0.01255
70,FR,2016,0.0136
71,FR,2016,0.01458
72,FR,2016,0.01588
73,FR,2016,0.0172
74,FR,2016,0.01854
75,FR,2016,0.0205
76,FR,2016,0.02204
77,FR,2016,0.02498
78,FR,2016,0.02818
79,FR,2016,0.03132
80,FR,2016,0.03509
81,FR,2016,0.0402
82,FR,2016,0.04585
83,FR,2016,0.05356
84,FR,2016,0.06122
85,FR,2016,0.06968
20,FR,2017,0.00039
21,FR,2017,0.00042
22,FR,2017,0.00041
23,FR,2017,0.00041
24,FR,2017,0.00039
25,FR,2017,0.00044
26,FR,2017,0.00044
27,FR,2017,0.00044
28,FR,2017,0.00049
29,FR,2017,0.00051
30,FR,2017,0.00049
31,FR,2017,0.00056
32,FR,2017,0.0006
33,FR,2017,0.00061
34,FR,2017,0.00065
35,FR,2017,0.00074
36,FR,2017,0.00077
37,FR,2017,0.00084
38,FR,2017,0.00088
39,FR,2017,0.00095
40,FR,2017,0.00106
41,FR,2017,0.00114
42,FR,2017,0.00132
43,FR,2017,0.00148
44,FR,2017,0.0015
45,FR,2017,0.00174
46,FR,2017,0.00195
47,FR,2017,0.00213
48,FR,2017,0.00237
49,FR,2017,0.0026
50,FR,2017,0.00287
51,FR,2017,0.00317
52,FR,2017,0.00344
53,FR,2017,0.00383
54,FR,2017,0.00404
55,FR,2017,0.00444
56,FR,2017,0.00499
57,FR,2017,0.0054
58,FR,2017,0.0059
59,FR,2017,0.00644
60,FR,2017,0.00697
61,FR,2017,0.00769
62,FR,2017,0.00826
63,FR,2017,0.00861
64,FR,2017,0.00902
65,FR,2017,0.00975
66,FR,2017,0.01039
67,FR,2017,0.01096
68,FR,2017,0.0115
69,FR,2017,0.01255
70,FR,2017,0.01356
71,FR,2017,0.01439
72,FR,2017,0.01575
73,FR,2017,0.01699
74,FR,2017,0.01846
75,FR,2017,0.02025
76,FR,2017,0.02264
77,FR,2017,0.02475
78,FR,2017,0.02805
79,FR,2017,0.03072
80,FR,2017,0.03443
81,FR,2017,0.03957
82,FR,2017,0.04523
83,FR,2017,0.05191
84,FR,2017,0.0611
85,FR,2017,0.06867
20,FR,2018,0.00035
21,FR,2018,0.00043
22,FR,2018,0.00038
23,FR,2018,0.0004
24,FR,2018,0.00043
25,FR,2018,0.00046
26,FR,2018,0.00043
27,FR,2018,0.00041
28,FR,2018,0.00044
29,FR,2018,0.00056
30,FR,2018,0.00051
31,FR,2018,0.00052
32,FR,2018,0.00057
33,FR,2018,0.00062
34,FR,2018,0.00069
35,FR,2018,0.00072
36,FR,2018,0.0008
37,FR,2018,0.00088
38,FR,2018,0.00089
39,FR,2018,0.00102
40,FR,2018,0.00108
41,FR,2018,0.00118
42,FR,2018,0.00127
43,FR,2018,0.00144
44,FR,2018,0.00163
45,FR,2018,0.00179
46,FR,2018,0.00191
47,FR,2018,0.00208
48,FR,2018,0.0023
49,FR,2018,0.00264
50,FR,2018,0.00282
51,FR,2018,0.00314
52,FR,2018,0.00334
53,FR,2018,0.00371
54,FR,2018,0.00405
55,FR,2018,0.00439
56,FR,2018,0.00497
57,FR,2018,0.00534
58,FR,2018,0.00572
59,FR,2018,0.00628
60,FR,2018,0.00675
61,FR,2018,0.00735
62,FR,2018,0.00805
63,FR,2018,0.0086
64,FR,2018,0.00912
65,FR,2018,0.00956
66,FR,2018,0.01032
67,FR,2018,0.01085
68,FR,2018,0.01193
69,FR,2018,0.01242
70,FR,2018,0.01315
71,FR,2018,0.01445
72,FR,2018,0.01553
73,FR,2018,0.01701
74,FR,2018,0.01868
75,FR,2018,0.0202
76,FR,2018,0.02198
77,FR,2018,0.02476
78,FR,2018,0.02716
79,FR,2018,0.0309
80,FR,2018,0.034
81,FR,2018,0.03911
82,FR,2018,0.04324
83,FR,2018,0.05033
84,FR,2018,0.05802
85,FR,2018,0.06842
20,FR,2019,0.00035
21,FR,2019,0.00036
22,FR,2019,0.00038
23,FR,2019,0.00039
24,FR,2019,0.00039
25,FR,2019,0.00039
26,FR,2019,0.00051
27,FR,2019,0.00045
28,FR,2019,0.00051
29,FR,2019,0.00049
30,FR,2019,0.00055
31,FR,2019,0.00055
32,FR,2019,0.0006
33,FR,2019,0.00063
34,FR,2019,0.00066
35,FR,2019,0.00075
36,FR,2019,0.00078
37,FR,2019,0.00087
38,FR,2019,0.00094
39,FR,2019,0.00099
40,FR,2019,0.00103
41,FR,2019,0.00114
42,FR,2019,0.0012
43,FR,2019,0.00137
44,FR,2019,0.00151
45,FR,2019,0.00166
46,FR,2019,0.00183
47,FR,2019,0.0021
48,FR,2019,0.00228
49,FR,2019,0.00252
50,FR,2019,0.00281
51,FR,2019,0.00304
52,FR,2019,0.00344
53,FR,2019,0.00367
54,FR,2019,0.00385
55,FR,2019,0.00432
56,FR,2019,0.00462
57,FR,2019,0.00494
58,FR,2019,0.00557
59,FR,2019,0.00616
60,FR,2019,0.00664
61,FR,2019,0.0073
62,FR,2019,0.00769
63,FR,2019,0.00844
64,FR,2019,0.00888
65,FR,2019,0.00965
66,FR,2019,0.01021
67,FR,2019,0.01091
68,FR,2019,0.01149
69,FR,2019,0.01245
70,FR,2019,0.01328
71,FR,2019,0.01444
72,FR,2019,0.0154
73,FR,2019,0.0165
74,FR,2019,0.01843
75,FR,2019,0.02013
76,FR,2019,0.02182
77,FR,2019,0.02438
78,FR,2019,0.027
79,FR,2019,0.02979
80,FR,2019,0.03429
81,FR,2019,0.03833
82,FR,2019,0.0427
83,FR,2019,0.04909
84,FR,2019,0.05689
85,FR,2019,0.06549
20,FR,2022,0.00039
21,FR,2022,0.00043
22,FR,2022,0.00041
23,FR,2022,0.00043
24,FR,2022,0.00046
25,FR,2022,0.00045
26,FR,2022,0.00042
27,FR,2022,0.00047
28,FR,2022,0.0005
29,FR,2022,0.0005
30,FR,2022,0.00053
31,FR,2022,0.00055
32,FR,2022,0.0006
33,FR,2022,0.00066
34,FR,2022,0.00069
35,FR,2022,0.00071
36,FR,2022,0.00079
37,FR,2022,0.00085
38,FR,2022,0.00101
39,FR,2022,0.0011
40,FR,2022,0.00109
41,FR,2022,0.0012
42,FR,2022,0.00134
43,FR,2022,0.00145
44,FR,2022,0.00149
45,FR,2022,0.00167
46,FR,2022,0.00186
47,FR,2022,0.00204
48,FR,2022,0.00225
49,FR,2022,0.00236
50,FR,2022,0.00275
51,FR,2022,0.00295
52,FR,2022,0.00332
53,FR,2022,0.00366
54,FR,2022,0.00397
55,FR,2022,0.00423
56,FR,2022,0.00463
57,FR,2022,0.00513
58,FR,2022,0.00551
59,FR,2022,0.00584
60,FR,2022,0.00667
61,FR,2022,0.00715
62,FR,2022,0.00797
63,FR,2022,0.00855
64,FR,2022,0.00929
65,FR,2022,0.00991
66,FR,2022,0.01112
67,FR,2022,0.01159
68,FR,2022,0.01222
69,FR,2022,0.01329
70,FR,2022,0.01426
71,FR,2022,0.01546
72,FR,2022,0.01642
73,FR,2022,0.01795
74,FR,2022,0.01958
75,FR,2022,0.02108
76,FR,2022,0.0236
77,FR,2022,0.02644
78,FR,2022,0.02881
79,FR,2022,0.03193
80,FR,2022,0.03588
81,FR,2022,0.04071
82,FR,2022,0.04534
83,FR,2022,0.0515
84,FR,2022,0.05911
85,FR,2022,0.06705
20,FR,2023,0.0004
21,FR,2023,0.00038
22,FR,2023,0.00042
23,FR,2023,0.00039
24,FR,2023,0.00043
25,FR,2023,0.00042
26,FR,2023,0.00042
27,FR,2023,0.00045
28,FR,2023,0.00048
29,FR,2023,0.00046
30,FR,2023,0.0005
31,FR,2023,0.00057
32,FR,2023,0.00057
33,FR,2023,0.00063
34,FR,2023,0.00065
35,FR,2023,0.0007
36,FR,2023,0.00076
37,FR,2023,0.00089
38,FR,2023,0.00096
39,FR,2023,0.00104
40,FR,2023,0.00113
41,FR,2023,0.00121
42,FR,2023,0.00124
43,FR,2023,0.00131
44,FR,2023,0.00147
45,FR,2023,0.00165
46,FR,2023,0.0017
47,FR,2023,0.0019
48,FR,2023,0.00213
49,FR,2023,0.00237
50,FR,2023,0.00265
51,FR,2023,0.00277
52,FR,2023,0.00319
53,FR,2023,0.00351
54,FR,2023,0.00371
55,FR,2023,0.00425
56,FR,2023,0.00447
57,FR,2023,0.00477
58,FR,2023,0.00522
59,FR,2023,0.00565
60,FR,2023,0.0061
61,FR,2023,0.00685
62,FR,2023,0.00759
63,FR,2023,0.00809
64,FR,2023,0.00866
65,FR,2023,0.00952
66,FR,2023,0.01009
67,FR,2023,0.01111
68,FR,2023,0.0119
69,FR,2023,0.01285
70,FR,2023,0.01384
71,FR,2023,0.01456
72,FR,2023,0.0159
73,FR,2023,0.01686
74,FR,2023,0.01808
75,FR,2023,0.02009
76,FR,2023,0.02241
77,FR,2023,0.02417
78,FR,2023,0.02745
79,FR,2023,0.03055
80,FR,2023,0.03318
81,FR,2023,0.03727
82,FR,2023,0.04287
83,FR,2023,0.04845
84,FR,2023,0.05566
85,FR,2023,0.0631
20,FR,2024,0.0003096107544641
21,FR,2024,0.0003332390050787
22,FR,2024,0.0003342767969496
23,FR,2024,0.0003453339860151
24,FR,2024,0.0003645380445299
25,FR,2024,0.0003779721830874
26,FR,2024,0.0003962680493123
27,FR,2024,0.0003929785584677
28,FR,2024,0.0004379062674588
29,FR,2024,0.0004480029566329
30,FR,2024,0.0004596947749809
31,FR,2024,0.0004876148592275
32,FR,2024,0.0005186311448338
33,FR,2024,0.0005490048381337
34,FR,2024,0.0005904011530444
35,FR,2024,0.0006125116288738
36,FR,2024,0.000672181070411
37,FR,2024,0.0007656303756851
38,FR,2024,0.0008166528641166
39,FR,2024,0.0008947272248574
40,FR,2024,0.0009353052575206
41,FR,2024,0.0010253935324666
42,FR,2024,0.0011033826435159
43,FR,2024,0.0012260886529962
44,FR,2024,0.0013252587746341
45,FR,2024,0.001483811530819
46,FR,2024,0.0016115997597691
47,FR,2024,0.0018120121109775
48,FR,2024,0.0020066984423385
49,FR,2024,0.0022324898326444
50,FR,2024,0.0025046279633661
51,FR,2024,0.0027395578667792
52,FR,2024,0.0030689240517557
53,FR,2024,0.0033934633279338
54,FR,2024,0.003745835487121
55,FR,2024,0.0041240475750413
56,FR,2024,0.0045288104971557
57,FR,2024,0.0049250508140324
58,FR,2024,0.0054081947946721
59,FR,2024,0.0058231011995307
60,FR,2024,0.006381501206371
61,FR,2024,0.0070120044536873
62,FR,2024,0.0074975192167923
63,FR,2024,0.0080443628536554
64,FR,2024,0.0084513787154371
65,FR,2024,0.009072463080038
66,FR,2024,0.0095938389657237
67,FR,2024,0.0101654647318267
68,FR,2024,0.0108020546956973
69,FR,2024,0.0115360598075738
70,FR,2024,0.0123897080840959
71,FR,2024,0.0131526871783996
72,FR,2024,0.0141520620445036
73,FR,2024,0.01534929807577
74,FR,2024,0.0165257488776953
75,FR,2024,0.0182085084650928
76,FR,2024,0.0200261886500752
77,FR,2024,0.0221707681144202
78,FR,2024,0.024703943345298
79,FR,2024,0.0277294356700307
80,FR,2024,0.0309584361112154
81,FR,2024,0.0353423127413997
82,FR,2024,0.04000435228444
83,FR,2024,0.0458948159037512
84,FR,2024,0.0529638710851443
85,FR,2024,0.0609300300555724
20,FR,2025,0.0002999056601169
21,FR,2025,0.0003240445390447
22,FR,2025,0.0003248580436222
23,FR,2025,0.0003356986808624
24,FR,2025,0.0003556892810626
25,FR,2025,0.0003689439713546
26,FR,2025,0.0003869568530214
27,FR,2025,0.0003835484769689
28,FR,2025,0.0004291558674613
29,FR,2025,0.0004392295125551
30,FR,2025,0.0004501254154235
31,FR,2025,0.0004779326650311
32,FR,2025,0.0005081312895418
33,FR,2025,0.0005377047659229
34,FR,2025,0.0005784097158685
35,FR,2025,0.0005983818931464
36,FR,2025,0.0006565639085389
37,FR,2025,0.0007500609075621
38,FR,2025,0.0007987881894884
39,FR,2025,0.0008753001800963
40,FR,2025,0.0009127494550391
41,FR,2025,0.0009998549447783
42,FR,2025,0.0010742720046467
43,FR,2025,0.0011943180776278
44,FR,2025,0.0012889506961817
45,FR,2025,0.0014441861178582
46,FR,2025,0.0015667771587674
47,FR,2025,0.0017640766696247
48,FR,2025,0.001955141888594
49,FR,2025,0.0021779482210582
50,FR,2025,0.0024472399677472
51,FR,2025,0.0026781021440481
52,FR,2025,0.0030081308212654
53,FR,2025,0.0033305150527512
54,FR,2025,0.0036829737845019
55,FR,2025,0.0040585309702447
56,FR,2025,0.0044635638490971
57,FR,2025,0.0048579035556329
58,FR,2025,0.0053471429456431
59,FR,2025,0.0057565357412773
60,FR,2025,0.0063182214989615
61,FR,2025,0.0069576618481299
62,FR,2025,0.0074345725777801
63,FR,2025,0.0079812014475404
64,FR,2025,0.0083757164023463
65,FR,2025,0.0089896840446355
66,FR,2025,0.0095004892990145
67,FR,2025,0.0100587781218955
68,FR,2025,0.0106725877598176
69,FR,2025,0.0113898093769743
70,FR,2025,0.0122258777878706
71,FR,2025,0.0129565881883699
72,FR,2025,0.01392338632706
73,FR,2025,0.0150981346288249
74,FR,2025,0.0162324138307061
75,FR,2025,0.017886183197826
76,FR,2025,0.0196559847456833
77,FR,2025,0.0217613819615224
78,FR,2025,0.0242447735085204
79,FR,2025,0.027215534114296
80,FR,2025,0.030335788896554
81,FR,2025,0.034651299115367
82,FR,2025,0.039234814124097
83,FR,2025,0.0450429735376213
84,FR,2025,0.0520369904055504
85,FR,2025,0.0599189998761322
20,IT,2004,0.00047
21,IT,2004,0.00052
22,IT,2004,0.00044
23,IT,2004,0.00051
24,IT,2004,0.00046
25,IT,2004,0.00048
26,IT,2004,0.00049
27,IT,2004,0.0005
28,IT,2004,0.00051
29,IT,2004,0.0005
30,IT,2004,0.00053
31,IT,2004,0.00058
32,IT,2004,0.00055
33,IT,2004,0.00057
34,IT,2004,0.0006
35,IT,2004,0.00064
36,IT,2004,0.00072
37,IT,2004,0.00075
38,IT,2004,0.00079
39,IT,2004,0.00093
40,IT,2004,0.00103
41,IT,2004,0.00117
42,IT,2004,0.00116
43,IT,2004,0.00133
44,IT,2004,0.00141
45,IT,2004,0.00155
46,IT,2004,0.00177
47,IT,2004,0.00181
48,IT,2004,0.00209
49,IT,2004,0.00223
50,IT,2004,0.00252
51,IT,2004,0.00273
52,IT,2004,0.00307
53,IT,2004,0.00325
54,IT,2004,0.00362
55,IT,2004,0.00399
56,IT,2004,0.00423
57,IT,2004,0.00487
58,IT,2004,0.00525
59,IT,2004,0.00593
60,IT,2004,0.0065
61,IT,2004,0.00714
62,IT,2004,0.00789
63,IT,2004,0.00822
64,IT,2004,0.00895
65,IT,2004,0.01006
66,IT,2004,0.011
67,IT,2004,0.01232
68,IT,2004,0.01366
69,IT,2004,0.01534
70,IT,2004,0.01686
71,IT,2004,0.01831
72,IT,2004,0.02052
73,IT,2004,0.02264
74,IT,2004,0.02572
75,IT,2004,0.02857
76,IT,2004,0.03199
77,IT,2004,0.03542
78,IT,2004,0.03984
79,IT,2004,0.04476
80,IT,2004,0.04999
81,IT,2004,0.0558
82,IT,2004,0.06307
83,IT,2004,0.06976
84,IT,2004,0.08003
85,IT,2004,0.08893
20,IT,2005,0.00045
21,IT,2005,0.00042
22,IT,2005,0.00049
23,IT,2005,0.00046
24,IT,2005,0.00052
25,IT,2005,0.00049
26,IT,2005,0.00045
27,IT,2005,0.00057
28,IT,2005,0.0005
29,IT,2005,0.0005
30,IT,2005,0.00049
31,IT,2005,0.0005
32,IT,2005,0.00054
33,IT,2005,0.00058
34,IT,2005,0.00058
35,IT,2005,0.00062
36,IT,2005,0.00071
37,IT,2005,0.00071
38,IT,2005,0.00082
39,IT,2005,0.00083
40,IT,2005,0.00097
41,IT,2005,0.00108
42,IT,2005,0.00122
43,IT,2005,0.00123
44,IT,2005,0.0014
45,IT,2005,0.00151
46,IT,2005,0.00165
47,IT,2005,0.0018
48,IT,2005,0.00204
49,IT,2005,0.00221
50,IT,2005,0.00236
51,IT,2005,0.00268
52,IT,2005,0.00299
53,IT,2005,0.00319
54,IT,2005,0.00352
55,IT,2005,0.00392
56,IT,2005,0.00423
57,IT,2005,0.00469
58,IT,2005,0.00533
59,IT,2005,0.00564
60,IT,2005,0.00643
61,IT,2005,0.0072
62,IT,2005,0.00758
63,IT,2005,0.00819
64,IT,2005,0.00883
65,IT,2005,0.00998
66,IT,2005,0.01079
67,IT,2005,0.01201
68,IT,2005,0.01311
69,IT,2005,0.01499
70,IT,2005,0.01634
71,IT,2005,0.01842
72,IT,2005,0.02045
73,IT,2005,0.02248
74,IT,2005,0.02526
75,IT,2005,0.02824
76,IT,2005,0.03166
77,IT,2005,0.03598
78,IT,2005,0.04038
79,IT,2005,0.04439
80,IT,2005,0.05086
81,IT,2005,0.05733
82,IT,2005,0.0639
83,IT,2005,0.07267
84,IT,2005,0.08138
85,IT,2005,0.0925
20,IT,2006,0.00038
21,IT,2006,0.00044
22,IT,2006,0.00047
23,IT,2006,0.00044
24,IT,2006,0.00046
25,IT,2006,0.00047
26,IT,2006,0.00041
27,IT,2006,0.00047
28,IT,2006,0.00049
29,IT,2006,0.00049
30,IT,2006,0.00048
31,IT,2006,0.0005
32,IT,2006,0.00057
33,IT,2006,0.00055
34,IT,2006,0.00058
35,IT,2006,0.00062
36,IT,2006,0.00066
37,IT,2006,0.00076
38,IT,2006,0.00072
39,IT,2006,0.00085
40,IT,2006,0.00094
41,IT,2006,0.00103
42,IT,2006,0.00112
43,IT,2006,0.00127
44,IT,2006,0.0014
45,IT,2006,0.00154
46,IT,2006,0.00166
47,IT,2006,0.00181
48,IT,2006,0.0019
49,IT,2006,0.00215
50,IT,2006,0.0023
51,IT,2006,0.00262
52,IT,2006,0.00293
53,IT,2006,0.00311
54,IT,2006,0.00348
55,IT,2006,0.00383
56,IT,2006,0.00418
57,IT,2006,0.0045
58,IT,2006,0.0052
59,IT,2006,0.00559
60,IT,2006,0.00629
61,IT,2006,0.00677
62,IT,2006,0.00743
63,IT,2006,0.00804
64,IT,2006,0.00868
65,IT,2006,0.0095
66,IT,2006,0.0105
67,IT,2006,0.01148
68,IT,2006,0.0127
69,IT,2006,0.01381
70,IT,2006,0.01543
71,IT,2006,0.0171
72,IT,2006,0.01983
73,IT,2006,0.02152
74,IT,2006,0.02371
75,IT,2006,0.02689
76,IT,2006,0.03043
77,IT,2006,0.03387
78,IT,2006,0.03822
79,IT,2006,0.043
80,IT,2006,0.04852
81,IT,2006,0.05494
82,IT,2006,0.0621
83,IT,2006,0.07056
84,IT,2006,0.07774
85,IT,2006,0.088
20,IT,2007,0.00043
21,IT,2007,0.0004
22,IT,2007,0.00047
23,IT,2007,0.00042
24,IT,2007,0.00042
25,IT,2007,0.00046
26,IT,2007,0.00047
27,IT,2007,0.00045
28,IT,2007,0.00045
29,IT,2007,0.00048
30,IT,2007,0.00048
31,IT,2007,0.00045
32,IT,2007,0.00049
33,IT,2007,0.00052
34,IT,2007,0.00052
35,IT,2007,0.00062
36,IT,2007,0.00064
37,IT,2007,0.00072
38,IT,2007,0.00075
39,IT,2007,0.00085
40,IT,2007,0.00088
41,IT,2007,0.00101
42,IT,2007,0.00112
43,IT,2007,0.00127
44,IT,2007,0.00132
45,IT,2007,0.00151
46,IT,2007,0.00164
47,IT,2007,0.00179
48,IT,2007,0.00187
49,IT,2007,0.00218
50,IT,2007,0.00231
51,IT,2007,0.00258
52,IT,2007,0.00282
53,IT,2007,0.00311
54,IT,2007,0.00339
55,IT,2007,0.00361
56,IT,2007,0.00401
57,IT,2007,0.00457
58,IT,2007,0.00481
59,IT,2007,0.00535
60,IT,2007,0.00619
61,IT,2007,0.00674
62,IT,2007,0.00703
63,IT,2007,0.00813
64,IT,2007,0.00858
65,IT,2007,0.00965
66,IT,2007,0.01017
67,IT,2007,0.01131
68,IT,2007,0.01242
69,IT,2007,0.01355
70,IT,2007,0.01507
71,IT,2007,0.01713
72,IT,2007,0.01882
73,IT,2007,0.0212
74,IT,2007,0.02358
75,IT,2007,0.02654
76,IT,2007,0.02991
77,IT,2007,0.03344
78,IT,2007,0.03736
79,IT,2007,0.04302
80,IT,2007,0.049
81,IT,2007,0.05418
82,IT,2007,0.0623
83,IT,2007,0.07065
84,IT,2007,0.07809
85,IT,2007,0.0896
20,IT,2008,0.0004
21,IT,2008,0.00038
22,IT,2008,0.00045
23,IT,2008,0.00033
24,IT,2008,0.0004
25,IT,2008,0.00042
26,IT,2008,0.00036
27,IT,2008,0.00042
28,IT,2008,0.00044
29,IT,2008,0.00046
30,IT,2008,0.00052
31,IT,2008,0.00045
32,IT,2008,0.00046
33,IT,2008,0.00053
34,IT,2008,0.00056
35,IT,2008,0.00055
36,IT,2008,0.00062
37,IT,2008,0.00066
38,IT,2008,0.00074
39,IT,2008,0.00079
40,IT,2008,0.00085
41,IT,2008,0.00097
42,IT,2008,0.00102
43,IT,2008,0.00116
44,IT,2008,0.00133
45,IT,2008,0.00143
46,IT,2008,0.00162
47,IT,2008,0.00178
48,IT,2008,0.00186
49,IT,2008,0.00212
50,IT,2008,0.00227
51,IT,2008,0.0025
52,IT,2008,0.00272
53,IT,2008,0.00312
54,IT,2008,0.00331
55,IT,2008,0.00371
56,IT,2008,0.00404
57,IT,2008,0.00453
58,IT,2008,0.0049
59,IT,2008,0.00519
60,IT,2008,0.00593
61,IT,2008,0.00656
62,IT,2008,0.00705
63,IT,2008,0.00777
64,IT,2008,0.00861
65,IT,2008,0.00936
66,IT,2008,0.01017
67,IT,2008,0.01098
68,IT,2008,0.012
69,IT,2008,0.01321
70,IT,2008,0.01492
71,IT,2008,0.01649
72,IT,2008,0.01799
73,IT,2008,0.02062
74,IT,2008,0.0233
75,IT,2008,0.02583
76,IT,2008,0.0292
77,IT,2008,0.03257
78,IT,2008,0.03679
79,IT,2008,0.04214
80,IT,2008,0.04873
81,IT,2008,0.0538
82,IT,2008,0.06179
83,IT,2008,0.07038
84,IT,2008,0.07836
85,IT,2008,0.08794
20,IT,2009,0.00043
21,IT,2009,0.00037
22,IT,2009,0.00046
23,IT,2009,0.00039
24,IT,2009,0.00039
25,IT,2009,0.00041
26,IT,2009,0.00041
27,IT,2009,0.00041
28,IT,2009,0.00038
29,IT,2009,0.00043
30,IT,2009,0.00043
31,IT,2009,0.00048
32,IT,2009,0.00045
33,IT,2009,0.00046
34,IT,2009,0.00051
35,IT,2009,0.00059
36,IT,2009,0.00057
37,IT,2009,0.00063
38,IT,2009,0.00068
39,IT,2009,0.00073
40,IT,2009,0.00084
41,IT,2009,0.00097
42,IT,2009,0.00102
43,IT,2009,0.00116
44,IT,2009,0.00123
45,IT,2009,0.00146
46,IT,2009,0.00152
47,IT,2009,0.00166
48,IT,2009,0.00186
49,IT,2009,0.00217
50,IT,2009,0.00234
51,IT,2009,0.00254
52,IT,2009,0.00278
53,IT,2009,0.00298
54,IT,2009,0.00338
55,IT,2009,0.00357
56,IT,2009,0.00401
57,IT,2009,0.00444
58,IT,2009,0.00462
59,IT,2009,0.00532
60,IT,2009,0.00565
61,IT,2009,0.00641
62,IT,2009,0.0069
63,IT,2009,0.0078
64,IT,2009,0.00879
65,IT,2009,0.00926
66,IT,2009,0.01008
67,IT,2009,0.01098
68,IT,2009,0.01199
69,IT,2009,0.01322
70,IT,2009,0.01435
71,IT,2009,0.01639
72,IT,2009,0.01807
73,IT,2009,0.02038
74,IT,2009,0.02281
75,IT,2009,0.02552
76,IT,2009,0.02826
77,IT,2009,0.03268
78,IT,2009,0.03637
79,IT,2009,0.04107
80,IT,2009,0.04649
81,IT,2009,0.05352
82,IT,2009,0.0607
83,IT,2009,0.06867
84,IT,2009,0.07787
85,IT,2009,0.08852
20,IT,2010,0.00033
21,IT,2010,0.00035
22,IT,2010,0.00033
23,IT,2010,0.00031
24,IT,2010,0.00038
25,IT,2010,0.00034
26,IT,2010,0.00036
27,IT,2010,0.00037
28,IT,2010,0.00035
29,IT,2010,0.00041
30,IT,2010,0.00039
31,IT,2010,0.00044
32,IT,2010,0.00044
33,IT,2010,0.0005
34,IT,2010,0.00052
35,IT,2010,0.00054
36,IT,2010,0.00057
37,IT,2010,0.00063
38,IT,2010,0.00067
39,IT,2010,0.00071
40,IT,2010,0.00083
41,IT,2010,0.00086
42,IT,2010,0.00096
43,IT,2010,0.00116
44,IT,2010,0.00119
45,IT,2010,0.00134
46,IT,2010,0.00148
47,IT,2010,0.00164
48,IT,2010,0.00178
49,IT,2010,0.00205
50,IT,2010,0.00217
51,IT,2010,0.00236
52,IT,2010,0.00271
53,IT,2010,0.00291
54,IT,2010,0.00331
55,IT,2010,0.00347
56,IT,2010,0.004
57,IT,2010,0.00414
58,IT,2010,0.00458
59,IT,2010,0.00501
60,IT,2010,0.00562
61,IT,2010,0.00601
62,IT,2010,0.00665
63,IT,2010,0.00741
64,IT,2010,0.00821
65,IT,2010,0.00887
66,IT,2010,0.0101
67,IT,2010,0.01069
68,IT,2010,0.01159
69,IT,2010,0.01248
70,IT,2010,0.0142
71,IT,2010,0.01552
72,IT,2010,0.0174
73,IT,2010,0.01903
74,IT,2010,0.02205
75,IT,2010,0.02445
76,IT,2010,0.02764
77,IT,2010,0.03068
78,IT,2010,0.03493
79,IT,2010,0.03975
80,IT,2010,0.04575
81,IT,2010,0.05197
82,IT,2010,0.05911
83,IT,2010,0.06675
84,IT,2010,0.07545
85,IT,2010,0.08544
20,IT,2011,0.00038
21,IT,2011,0.00033
22,IT,2011,0.00034
23,IT,2011,0.00037
24,IT,2011,0.0004
25,IT,2011,0.00038
26,IT,2011,0.00033
27,IT,2011,0.00036
28,IT,2011,0.00035
29,IT,2011,0.00039
30,IT,2011,0.00039
31,IT,2011,0.0004
32,IT,2011,0.00045
33,IT,2011,0.00044
34,IT,2011,0.00051
35,IT,2011,0.00051
36,IT,2011,0.00055
37,IT,2011,0.00052
38,IT,2011,0.00067
39,IT,2011,0.00073
40,IT,2011,0.0008
41,IT,2011,0.00083
42,IT,2011,0.00097
43,IT,2011,0.00104
44,IT,2011,0.00117
45,IT,2011,0.00129
46,IT,2011,0.00154
47,IT,2011,0.00155
48,IT,2011,0.00188
49,IT,2011,0.00198
50,IT,2011,0.00222
51,IT,2011,0.0023
52,IT,2011,0.00264
53,IT,2011,0.00289
54,IT,2011,0.00329
55,IT,2011,0.0035
56,IT,2011,0.00377
57,IT,2011,0.00428
58,IT,2011,0.0047
59,IT,2011,0.00508
60,IT,2011,0.00561
61,IT,2011,0.00604
62,IT,2011,0.00669
63,IT,2011,0.00734
64,IT,2011,0.00788
65,IT,2011,0.00913
66,IT,2011,0.00992
67,IT,2011,0.01072
68,IT,2011,0.01173
69,IT,2011,0.01277
70,IT,2011,0.01377
71,IT,2011,0.01541
72,IT,2011,0.0169
73,IT,2011,0.01888
74,IT,2011,0.02119
75,IT,2011,0.02385
76,IT,2011,0.02684
77,IT,2011,0.03068
78,IT,2011,0.03465
79,IT,2011,0.03941
80,IT,2011,0.04491
81,IT,2011,0.05077
82,IT,2011,0.05732
83,IT,2011,0.06611
84,IT,2011,0.07496
85,IT,2011,0.08459
20,IT,2012,0.00027
21,IT,2012,0.00032
22,IT,2012,0.00034
23,IT,2012,0.00032
24,IT,2012,0.00033
25,IT,2012,0.00039
26,IT,2012,0.00034
27,IT,2012,0.00031
28,IT,2012,0.00038
29,IT,2012,0.00034
30,IT,2012,0.0004
31,IT,2012,0.00038
